Identifier,Index,Chemical Name,Structure File,Coord Atoms,Freq,rmsd
WINLIP,1,"3β,7α,15α-Trihydroxy-5-androsten-17-one dihydrate",WINLIP.mol,"[4, 2]",1,0.771951206
YIMCUU,1,Methyl N-(t-butoxycarbonyl)-3-(9-oxo-9H-xanthen-2-yl)alaninate,YIMCUU.mol,"[0, 4]",1,0.771955434
DAVBIO,1,"4-oxo-2-phenyl-2,3,4,5,6,7-hexahydro-1-benzofuran-3-carboxamide",DAVBIO.mol,"[31, 30]",1,0.771975346
OPAGOC,1,"3,4-Dihydroxy-3-(2-(6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylenedecahydronaphthalen-1-yl)vinyl)dihydrofuran-2(3H)-one",OPAGOC.mol,"[4, 6]",1,0.771993138
IPODOI,1,6-methoxy-N-(3-methoxyphenyl)-2-oxo-2H-chromene-3-carboxamide,IPODOI.mol,"[5, 1]",1,0.771999465
NEVPEK,1,"1,5-Dihydroxy-1-(3-nitrophenyl)pentan-3-one",NEVPEK.mol,"[1, 0]",1,0.772028185
WODQAJ,1,"6-hydroxy-11,11-dimethyl-8-methylenebicyclo[7.2.0]undec-4-ene-4-carboxylic acid",WODQAJ.mol,"[1, 0]",1,0.772034815
IZAXIQ,1,"Hexamethylenetetramine rac-trans-1,2-cyclohexanedicarboxylic acid",IZAXIQ.mol,"[0, 2]",1,0.772036067
TAVYUM,1,Methyl 2-(2-(4-(2-t-butoxy-2-oxoethyl)phenyl)hydrazino)-2-methylpropanoate,TAVYUM.mol,"[12, 7]",1,0.772037993
GUQKAG,1,"bis(threoninium) naphthalene-1,5-disulfonate",GUQKAG.mol,"[7, 4]",1,0.772043441
ACETSC10,1,Acetone semicarbazone,ACETSC10.mol,"[13, 16]",1,0.772045337
JEJRIA,1,"Methyl 5-(4-phenyl-1H-1,2,3-triazol-1-yl)-2H-1,2,4-triazole-3-carboxylate",JEJRIA.mol,"[5, 1]",1,0.77208764
PABNAJ,1,"6-Hydroxy-2-thioxo-2,3-dihydropyrimidin-4(1H)-one",PABNAJ.mol,"[5, 7]",1,0.772089278
VOHJIN,1,"4-((N-(t-butoxycarbonyl)-β-alanyl)amino)-1-methyl-1H-pyrrole-2-carboxylic acid 1,4-dioxane solvate",VOHJIN.mol,"[2, 6]",1,0.772108169
SEYJOY,1,"3-hydroxy-7,8-bis(prop-1-en-1-yl)-1-oxaspiro[4.4]non-7-ene-2,6-dione",SEYJOY.mol,"[2, 1]",1,0.772128344
QAGXEF,1,"(2Z)-2-amino-3-[(E)-[(2,4-dihydroxyphenyl)methylidene]amino]but-2-enedinitrile",QAGXEF.mol,"[4, 0]",1,0.772129794
GOWBIG,1,"23-hydroxy-3-methoxy-9,19-cyclolanost-24-en-26-oic acid pyridine solvate",GOWBIG.mol,"[32, 67]",1,0.772129948
CIZWOX,1,Salicin,CIZWOX.mol,"[15, 16]",1,0.772141196
MITNIP,1,10-hydroxy-11H-benzo[b]fluoren-11-one,MITNIP.mol,"[0, 1]",1,0.772143397
HIQJIA,1,(+-)-1-Indanone-2-acetic acid,HIQJIA.mol,"[2, 1]",1,0.772148335
GOFKUJ,1,"cis-(2S,6R)-(6-(hydroxymethyl)piperidin-2-yl)(diphenyl)methanol",GOFKUJ.mol,"[0, 21]",1,0.772168017
OKUXUN,1,"2-(4,4,5,5-tetramethyl-3-oxy-4,5-dihydro-1H-imidazol-2-yl)-pyridin-3-ol",OKUXUN.mol,"[24, 20]",1,0.77217221
ONINEF,1,"14-(Hydroxymethyl)-21-methoxy-3,4,6,8-tetramethyl-20-oxatricyclo[16.2.1.01,6]henicosa-4,7,9,13,16,18(21)-hexaene-15,19-dione",ONINEF.mol,"[3, 4]",1,0.77218181
NAZMIL,1,"cis-Ethyl 2-methyl-2-(3-hydroxy-1,3-diphenyl-1,3-dihydroisobenzofuran-1-yl)aziridine-3-carboxylate",NAZMIL.mol,"[3, 1]",1,0.7721874
MOYSAV,1,"4-Aminopyridinium 3,5-dimethyl-4-hydroxybenzoate monohydrate",MOYSAV.mol,"[7, 6]",1,0.772195535
HOZYEC,1,"[1,2,5]selenadiazolo[3,4-f][1,10]phenanthroline chloroform solvate",HOZYEC.mol,"[18, 22]",1,0.772201984
HODNEU,1,"rac-2-Hydroxy-2,8-dimethyl-4-morpholinoethyl-1-thia-4-azaspiro(4.5)decan-3-one",HODNEU.mol,"[1, 3]",1,0.772269833
UPAMII,1,"4-((Z)-2-[(E)-Benzylidenehydrazinylidene]-3,6-dihydro-2H-1,3,4-thiadiazin-5-yl)-3-phenyl-1,2,3-oxadiazol-3-ium-5-olate",UPAMII.mol,"[6, 2]",1,0.772277429
ZZZEFW02,1,3-(4-Methylphenyl)acrylic acid,ZZZEFW02.mol,"[0, 2]",1,0.772277707
BITLUN,1,"3-((2-Oxo-1,2-dihydro-3H-indol-3-ylidene)methyl)cinnolin-4(1H)-one",BITLUN.mol,"[2, 1]",1,0.772297609
PUBNAE,1,bis(3-(butylamino)-4-phenoxy-5-sulfamoylbenzoic acid) 1-methylazepan-2-one,PUBNAE.mol,"[3, 8]",1,0.772303842
MIXMOX,1,"t-butyl (1-(5-hydroxy-4,5-dihydro-1,2-oxazol-5-yl)ethyl)carbamate",MIXMOX.mol,"[5, 1]",1,0.772316613
ULEROS,1,"t-Butyl ((1R,2'S)-spiro(1,5-anhydro-D-glucitol-1,1'-cyclopropane)-2'-yl)carbamate acetone solvate",ULEROS.mol,"[15, 13]",1,0.772324287
LOJJAW,1,"2-Amino-1H-benzoimidazol-3-ium 4,4,4-trifluoro-1,3-dioxo-1-phenylbutan-2-ide",LOJJAW.mol,"[3, 4]",1,0.772350544
VIPHUX,1,"2,2'α,3,3',5',6',7',7a'α-Octahydro-2'-methoxycarbonyl-spiro(indole-3,3'-pyrrololizidine)-2-one",VIPHUX.mol,"[2, 1]",1,0.772353645
LOYVUQ,1,"1,2-syn-1,3-anti-6-Benzoato(phenyl)methyl-4-(1,3-dihydroxypropyl)-5-hydroxy-2,2-dimethyl-1,3-dioxane",LOYVUQ.mol,"[0, 26]",1,0.772359652
DOXNUZ,1,"1,4,4,8-Tetramethyl-3-oxo-2-oxabicyclo(3.3.0)octane-8-acetic acid",DOXNUZ.mol,"[13, 12]",1,0.77236394
HUBZIO,1,"Methyl 8-hydroxy-6-methyl-4,9-dioxo-4,9-dihydro-4aH-xanthene-4a-carboxylate",HUBZIO.mol,"[1, 2]",1,0.772369796
XALNEF,1,"Ethyl 2-(2-nitrophenyl)-1,3-dioxo-1,2,3,3a,6,6a-hexahydrocyclopenta[c]pyrrole-4-carboxylate",XALNEF.mol,"[3, 4]",1,0.772380752
HEBARB,1,5-Hydroxy-5-ethylbarbituric acid,HEBARB.mol,"[17, 18]",1,0.772389662
WARWIV,1,"N,N-bis(3-Carbamoylpropyl)urea",WARWIV.mol,"[2, 18]",1,0.772398215
RIGXOV,1,"1,4-phenylenediacetic acid",RIGXOV.mol,"[1, 0]",1,0.772399512
WUYPEN,1,"2,4-bis(3,4-dimethoxyphenyl)cyclobutane-1,3-dicarboxylic acid",WUYPEN.mol,"[10, 12]",1,0.772401042
JIYWAS,1,"8,10-dihydroxy-6-methoxy-3,3-dimethyl-11-(2-methylbut-3-en-2-yl)-1-(3-methylbut-2-en-1-yl)-3,3a,4,5,6,6a-hexahydro-1H,7H-1,5-methanofuro[3,4-d]xanthene-7,13-dione",JIYWAS.mol,"[4, 7]",1,0.772421035
CADDAO,1,"3,8-bis(3-methyl-2-thienyl)-1,10-phenanthroline",CADDAO.mol,"[38, 17]",1,0.772436138
GOJROM,1,2-Methyl-5-nitrobenzoic acid,GOJROM.mol,"[10, 9]",1,0.772447303
ZOBGAB,1,"4'-acetyl[1,1'-biphenyl]-4-carboxylic acid N,N-dimethylformamide solvate",ZOBGAB.mol,"[0, 2]",1,0.772448794
PUGSAM,1,Cinnamyl 8-methoxy-2-oxo-2H-chromene-3-carboxylate,PUGSAM.mol,"[2, 3]",1,0.772465784
TEHWIN,1,2-(2-pyridyl)-5-(4-tolylamino)-4-(4-tolylimino)-4H-imidazole,TEHWIN.mol,"[2, 1]",1,0.772489345
ZUFFOY,1,"2-amino-2H-[1,2,3]triazolo[4,5-g]quinoline-4,9-dione",ZUFFOY.mol,"[0, 2]",1,0.772489931
BOVCOF,1,3-(4-Pyridinyl)benzoic acid,BOVCOF.mol,"[1, 0]",1,0.772492847
UZEVIF,1,4-((Allylamino)methyl)-5-hydroxy-5-methyl-2-(2-phenylethyl)cyclopent-2-en-1-one,UZEVIF.mol,"[5, 0]",1,0.772494705
QIGKUM,1,2-Pyridinecarbaldehyde (4-(dimethylamino)benzoyl)hydrazone methanol solvate,QIGKUM.mol,"[2, 0]",1,0.772507241
FOMZOW,1,"(1R*,7R*,8R*,11S*)-8-Methyl-12-oxo-13-oxatricyclo(5.4.1.18,11)tridecanecarboxylic acid",FOMZOW.mol,"[16, 17]",1,0.772536733
MIRYIV,1,"3-Ethyl-2-(4'-dimethylaminophenyl)imidazo(4,5-f)-1,10-phenanthroline",MIRYIV.mol,"[47, 48]",1,0.772566784
SEFJIZ,1,1-methyl-5-{[triisopropylsilyl]ethynyl}-1H-indole-6-carboxylic acid,SEFJIZ.mol,"[51, 50]",1,0.772584962
EHEBAX,1,"4-azido-2λ5-pyrido[3,2-d][1,2,3]triazin-2-oxide",EHEBAX.mol,"[5, 1]",1,0.772595824
NUGYIY,1,"1,2-bis(2-Aminobenzoyl)hydrazine",NUGYIY.mol,"[0, 26]",1,0.772598597
WUGFOV,1,"5-methyl-4-(1-((4-(4-methylphenyl)-1,3-thiazol-2-yl)amino)ethylidene)-2-phenyl-2,4-dihydro-3H-pyrazol-3-one",WUGFOV.mol,"[1, 4]",1,0.772603871
CACTUW,1,"(RS)-2,2'-bis(Carboxyethynyl)-6,6'-dimethyl-1,1'-biphenyl hemihydrate",CACTUW.mol,"[0, 1]",1,0.772610604
HEWMAZ,1,4-Butyl-3-hydroxybiphenyl-2-carboxylic acid,HEWMAZ.mol,"[3, 0]",1,0.772617364
BIMGUZ10,1,"Ethyl 4-(α-D-erythrofuranosyl)-1,2-dimethyl-pyrrole-3-carboxylate",BIMGUZ10.mol,"[17, 18]",1,0.772618704
JAPPEV,1,5-Methyl-2'-deoxycytidine 5'-monophosphate dihydrate,JAPPEV.mol,"[20, 14]",1,0.772642988
XANOPT,1,Xanthopterine hydrochloride,XANOPT.mol,"[0, 4]",1,0.772643734
KOJNON,1,"(2S,3R)-Phenylisothreonine methyl ester",KOJNON.mol,"[8, 3]",1,0.772655715
NOKJEF,1,"7-nitro-3-(nitro-NNO-azoxy)[1,2,4]triazolo[5,1-c][1,2,4]triazin-4-amine",NOKJEF.mol,"[6, 11]",1,0.772658141
XIVWIL,1,"2,9a'-dihydroxy-2-methyl-4-phenyl-5',6',7',8',9',9a'-hexahydro-2H,3'H,4H-spiro[1-benzopyran-3,2'-[1,3]oxazolo[3,2-a]azepin]-3'-one",XIVWIL.mol,"[2, 4]",1,0.772672262
YOTYOW,1,"5,5'-(1H-Imidazole-4,5-diyl)bis-1H-tetrazole monohydrate",YOTYOW.mol,"[4, 1]",1,0.772677178
HUQXEW,1,rac-threo-2-(α-hydroxy-4'-methylbenzyl)cyclohexanone,HUQXEW.mol,"[0, 1]",1,0.77268377
REXNIT,1,"bis(Pyrimidin-2-aminium) 2,3,5,6-tetrafluoroterephthalate 2,3,5,6-tetrafluoroterephthalic acid",REXNIT.mol,"[3, 2]",1,0.772684881
NOKXEQ,1,"Dimethyl (3S,4R,5R)-4,5-dicarboxy-2-oxo-5-methyl-3,4-dihydroxytetrahydrofuran",NOKXEQ.mol,"[11, 10]",1,0.772685487
WIBMAW,1,"2-O-benzoyl-myo-inositol 1,3,5-orthobenzoate",WIBMAW.mol,"[5, 3]",1,0.772685866
KUPMIU,1,1-phenylethan-1-aminium (1-phenylethyl)carbamate,KUPMIU.mol,"[21, 20]",1,0.772686438
VETZEA,1,Secaubrytriol,VETZEA.mol,"[5, 3]",1,0.77270133
UDAHOX,1,N2-Benzoyl-N1-(4-methylphenyl)-N3-pyridinioguanidin-3-ide,UDAHOX.mol,"[0, 1]",1,0.772716491
MAKGAI,1,"2-((5,7-Dihydroxy-6-isobutyryl-2,2-dimethyl-2H-chromen-8-yl)methyl)-3,5-dihydroxy-6-isobutyryl-4,4-dimethylcyclohexa-2,5-dien-1-one",MAKGAI.mol,"[6, 1]",1,0.772720301
AMOQEA,1,"(R)-1-methyl-1-phenylsilolane-2,3,4-triol hemihydrate",AMOQEA.mol,"[2, 1]",1,0.772730202
EHIZIG,1,"4-(1,3-Benzodioxol-5-yl)-2-(1,3-benzodioxol-5-ylmethyl)-3-(hydroxymethyl)-N-(2-phenylethyl)butanamide",EHIZIG.mol,"[61, 62]",1,0.772734151
YEYCOV,1,"3,3':5,6-di-O-isopropylidene-3-C-hydroxymethyl-D-allono-1,4-lactone",YEYCOV.mol,"[7, 6]",1,0.772747646
VOJTOF,1,"dimethyl (2-benzoyl-3-oxo-1,3-diphenylpropyl)phosphonate",VOJTOF.mol,"[1, 3]",1,0.772756563
MOXSAT,1,"10b(S)-Hydroxy-1,2-diepipancratistatin methanol solvate",MOXSAT.mol,"[22, 24]",1,0.772759425
WOKQET,1,"Ethyl 1-cyclopropyl-6-fluoro-8-methyl-4-oxo-4,8-dihydro-1H-indolo(2,3-b)pyrido(2,3-f)quinoxaline-3-carboxylate",WOKQET.mol,"[0, 3]",1,0.772766698
PAPYRI10,1,"3,21-Dioxo-oleana-11,13(18)-dien-28-oic acid",PAPYRI10.mol,"[33, 32]",1,0.772767685
NAFSAS,1,"5,5'-bis(3,4-dinitro-1H-pyrazol-5-yl)-2H,2'H-3,3'-bi-1,2,4-triazole methanol solvate",NAFSAS.mol,"[7, 5]",1,0.772767857
HACZUG,1,"rel-(1S,2R,4R,6S,9S,10R,11S)-4-Methoxycarbonyl-1-methyl-tricyclo(7.4.0.02,6)tridec-7-ene-10,11-diol-4,2-carbolactone monohydrate",HACZUG.mol,"[1, 0]",1,0.772768734
BUWMUB,1,"(7R*,8S*,9R*,10R*,11S*)-Sesbanimide",BUWMUB.mol,"[17, 0]",1,0.772770217
TINVOC,1,"2-Phenyl-2H-1,2,3-triazole-4-carboxylic acid",TINVOC.mol,"[3, 1]",1,0.77278668
BUYNUE,1,"5-Hydroxy-1,2-O-isopropylidene-α-D-xylo-hexofuranurono-6,3-lactone",BUYNUE.mol,"[6, 4]",1,0.772790385
OVIBIG,1,"2,7,8a,9-tetrahydroxy-1a,2a-dimethyl-1a,2,2a,8a,9,9a-hexahydro-8H-oxireno[b]xanthen-8-one",OVIBIG.mol,"[34, 32]",1,0.772790678
WEHTEI,1,β-Cellobiosylnitromethane,WEHTEI.mol,"[5, 4]",1,0.772793055
XEGXOW,1,"2-(4-Acetyl-3,5-dihydroxy-2-methylphenoxy)-4,6-dimethoxy-3-methylbenzoic acid",XEGXOW.mol,"[3, 4]",1,0.772793976
BOLFAL,1,"(3R,5S,8R,9S,10S,13R,14S,17R,20Z,2'R)-3-O-Urarigenin lactate",BOLFAL.mol,"[6, 5]",1,0.772794089
VOGCAX,1,"2-((6-Methoxy-1,3-benzothiazol-2-yl)carbonoimidoyl)-5-(octyloxy)phenol",VOGCAX.mol,"[5, 2]",1,0.772803137
DIWSUA,1,3-hydroxy-5-(2-hydroxy-2-phenylethyl)pyrrolidin-2-one,DIWSUA.mol,"[0, 4]",1,0.772803917
QEDSOK,1,"(2Z)-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)acetic acid",QEDSOK.mol,"[5, 2]",1,0.772823529
CISPOJ,1,"4,6-Dinitro-1-(5-tetrazolyl)-1H-indazole trihydrate",CISPOJ.mol,"[13, 11]",1,0.77282852
ENSUCP,1,"N,N'-Ethylenediamine-disuccinic acid pentahydrate",ENSUCP.mol,"[6, 8]",1,0.772828522
RAWKAD,1,"3-Benzyl-5,6-bis(hydroxymethyl)-4-(4-methoxyphenyl)-1-methyl-1,3-dihydro-2H-benzimidazol-2-one",RAWKAD.mol,"[1, 3]",1,0.772835294
MIXNAI,1,"13(S)-2-(7,12-dihydro-5H-6,12-methano-dibenzo(c,f)azocin-13-yl)-ethanol",MIXNAI.mol,"[12, 37]",1,0.772838573
YEKTIS,1,4-(4-nitrobenzamido)benzoic acid dimethylformamide solvate,YEKTIS.mol,"[1, 0]",1,0.772863497
GINPIE,1,"1,3-Dihydroxy-2-methyl-2,3-dihydro-1H-indolizinium-3-carboxylate",GINPIE.mol,"[5, 0]",1,0.772872085
IHIKAN,1,"3,6,8-Trihydroxy-3-((6-methyltetrahydro-2H-pyran-2-yl)methyl)-3,4-dihydro-1H-isochromen-1-one",IHIKAN.mol,"[2, 1]",1,0.772900493
EMOLEZ,1,"6,6-dimethyl-1-(4-nitrophenyl)-1,5,6,7-tetrahydro-4H-benzotriazol-4-one",EMOLEZ.mol,"[6, 5]",1,0.772903334
EQUTAL,1,"cis-2-Acetyl-4-nitro-1-methyl-3,5-triphenylcyclohexan-1-ol",EQUTAL.mol,"[2, 3]",1,0.772958265
HARPOI,1,"13-hydroxy-12-oxo-10,16-diazaheptacyclo[9.8.2.11,13.02,16.03,11.03,14.04,9]docosa-4,6,8-triene-14-carbonitrile",HARPOI.mol,"[0, 3]",1,0.772962154
VITAAC10,1,Vitamin A acid,VITAAC10.mol,"[48, 49]",1,0.772962951
FALKAE,1,Nonanoyl-N-methylglucamide,FALKAE.mol,"[0, 1]",1,0.772973934
OPUPOG,1,"3,4-difluorobenzoic acid 1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione",OPUPOG.mol,"[8, 7]",1,0.77298361
KEKVAZ,1,"(2R,3S/2S,3R)-1-Ethyl 1,2-dimethyl 2-(2-(ethoxycarbonyl)-1-methyl-3-phenyl-3-vinylpyrrolidin-2-yl)ethene-1,1,2-tricarboxylate",KEKVAZ.mol,"[0, 4]",1,0.772992734
HBZTHP,1,"(Z)-9,10-Dihydro-4H-benzocyclohepta(7,6-b)thiophen-4-ylidene acetic acid",HBZTHP.mol,"[16, 17]",1,0.773001215
JIRQUZ,1,"5,5'-[diazene-1,2-diylbis(1,2,5-oxadiazole-4,3-diyl)]bis(1,2,4-oxadiazol-3-amine) N,N-dimethylformamide solvate",JIRQUZ.mol,"[27, 11]",1,0.7730042
KIDSAU,1,"3-(methoxycarbonyl)-9-methyl-2,20-cycloaspidospermidin-9-ium iodide",KIDSAU.mol,"[40, 1]",1,0.773017152
EPHEDH02,1,"(1R,2S)-(-)-2-(N-methylamino)-1-phenylpropan-1-ol hemihydrate",EPHEDH02.mol,"[0, 1]",1,0.773067835
QUGLEL,1,"2-azido-1-(2,3-dihydro-1H-pyrrolo[2,3-b]pyridin-1-yl)-3-hydroxy-3-(2-(phenylethynyl)phenyl)propan-1-one",QUGLEL.mol,"[1, 4]",1,0.773108769
JEYKII,1,"7-((benzyloxy)methyl)-1-(4-methylphenylsulfonyl)azepane-3,4,5-triol",JEYKII.mol,"[3, 5]",1,0.773111943
VEYPAQ,1,t-Butyloxycarbonyl-leucyl-β-homoleucyl-leucine methyl ester,VEYPAQ.mol,"[14, 7]",1,0.773123118
QENGAU,1,"t-butyl [3-(2,3-dihydro-1H-pyrrolo[2,3-b]pyridin-1-yl)-1-(4-fluorophenyl)-3-oxo-2-phenoxypropyl]carbamate",QENGAU.mol,"[2, 7]",1,0.773133741
TIJZAO,1,"(7R)-4-(((1R,2S,6R)-6-((E)-3,3-Dimethyl-1-butenyl)-2-hydroxy-2-methylcyclohexyl)carbonyl)-10,10-dimethyl-3-thia-4-azatricyclo(5.2.1.01,5)decane-3,3-dione",TIJZAO.mol,"[63, 64]",1,0.773134982
FUVVIC,1,"5-(1-Aminoethylidene)-3-(3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(3H,5H)-dione",FUVVIC.mol,"[26, 28]",1,0.773142652
IDIRET,1,"3,3'-(ethane-1,2-diyldi-imino)bis(2,6,6-trimethylbicyclo[3.1.1]heptan-2-ol)",IDIRET.mol,"[33, 31]",1,0.773144565
HILVAA,1,"(E)-N'-((Furan-2-yl)methylene)-2-hydroxy-2,2-diphenylacetohydrazide monohydrate",HILVAA.mol,"[10, 13]",1,0.77315745
PAWSEN,1,"9-Phenyl-4,5-diaza-9H-fluoren-9-ol monohydrate",PAWSEN.mol,"[4, 2]",1,0.773161182
LULRAL,1,Ammonium 5-fluoroorotate monohydrate,LULRAL.mol,"[10, 0]",1,0.773170185
ZAQHIK,1,"3,7-Dihydroxy-9-methoxy-1-methyl-6H-benzo[c]chromen-6-one",ZAQHIK.mol,"[4, 3]",1,0.773175181
APUMEF,1,2-(3-(trifluoromethyl)-1H-pyrazol-5-yl)pyridine,APUMEF.mol,"[0, 1]",1,0.773176333
TILKEH,1,"5-ethyl-4,6-dihydroxy-7-methyl-2-phenyloctan-3-yl diisopropylcarbamate",TILKEH.mol,"[2, 0]",1,0.773178063
SOVQAV,1,"Thiodipropionic acid 2,4,6-triaminopyrimidine",SOVQAV.mol,"[13, 14]",1,0.773182802
YIPPOC,1,Cladospirone bisepoxide 2-propanol solvate,YIPPOC.mol,"[4, 5]",1,0.773193115
BOBNOV10,1,2-α-D-Ribofuranosylthiazole-4-carboxamide,BOBNOV10.mol,"[2, 7]",1,0.773201078
GIRWAH,1,"trans-Methyl 5-(3-methoxy-3-oxoprop-1-en-2-yl)-4-phenyl-4,5-dihydro-1,2-oxazole-3-carboxylate 2-oxide",GIRWAH.mol,"[1, 2]",1,0.773202462
FEFJUX,1,"17-Hydroxy-10-methoxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.01,13.05,17.07,18]octadeca-7(18),8,10-trien-14-one 4-oxide",FEFJUX.mol,"[44, 42]",1,0.773204704
TENVAM,1,"7-nitro-4-oxo-[1,2,5]oxadiazolo[3,4-c]pyridazin-6-amine",TENVAM.mol,"[12, 10]",1,0.773204932
BUNFUO,1,N'-[(2-hydroxynaphthalen-1-yl)methylidene]-2-(4-hydroxyphenyl)acetohydrazide monohydrate,BUNFUO.mol,"[0, 5]",1,0.773233242
CEPHAP,1,Cephapyrine hydrogen sulfate,CEPHAP.mol,"[21, 22]",1,0.773238368
TURWOS,1,"1-(p-Tolyl)-5,6-dioxo-1H-2,3-dihydroimidazo(1,2-a)imidazole",TURWOS.mol,"[9, 11]",1,0.773239577
DEQTAU,1,"12-Hydroxy-12-hydroxymethyl-5,6-dimethoxy-2-(3,4-dimethoxyphenyl)-10-oxatricyclo(7.2.1.03,8)dodeca-3,5,7-triene monohydrate",DEQTAU.mol,"[3, 5]",1,0.773251368
WERSOB,1,"D-Glycero-D-gulu-heptono-1,4-lactone",WERSOB.mol,"[1, 2]",1,0.773259775
FODBUW,1,"(4R,5R)-4,5-Dihydroxy-1,5-diphenyl-2-(diphenylphosphinoyl)pentan-1-one",FODBUW.mol,"[2, 4]",1,0.773271204
IQOCIA,1,"6-methyl-8-acetyl-9-hydroxytricyclo(7.4.0.02,6)tridecane-5-one",IQOCIA.mol,"[2, 0]",1,0.773294337
NOXGEP,1,"5-{[(pyridin-4-yl)methyl]amino}benzene-1,3-dicarboxylic acid",NOXGEP.mol,"[1, 0]",1,0.773300677
DAPRAQ03,1,"3-carboxy-N,N,N-trimethylanilinium iodide monohydrate",DAPRAQ03.mol,"[0, 2]",1,0.773304752
HEKSIC,1,2-hydroxy-6-{[(2-hydroxyphenyl)iminio]methyl}phenolate methanol solvate,HEKSIC.mol,"[3, 5]",1,0.773319019
ZECCIT,1,"3-Deoxy-2-C-hydroxymethyl-D,L-tetrono-1,4-lactone",ZECCIT.mol,"[2, 1]",1,0.773335267
MICFOW,1,"bis(2,4-diamino-6-methyl-1,3,5-triazin-1-ium ) 3,4-dicarboxycyclopentane-1,2-dicarboxylate",MICFOW.mol,"[2, 7]",1,0.773338863
KABGOL,1,3-(2-Formylphenoxy)propanoic acid,KABGOL.mol,"[10, 12]",1,0.77335974
KEGGIM,1,Cesium 2-(phenylthio)acetate (phenylthio)acetic acid,KEGGIM.mol,"[9, 10]",1,0.773361603
XECPIH,1,"1-[(pyridin-3-yl)methyl]-1H,1'H-2,2'-bi-imidazole 1,3,5-trifluoro-2,4,6-tri-iodobenzene",XECPIH.mol,"[2, 7]",1,0.773363734
DIXKOM,1,"N-isobutyl-2-methylpropan-1-aminium (3,5-bis(carboxymethyl)-2,4,6-trimethylphenyl)acetate",DIXKOM.mol,"[5, 7]",1,0.773364486
MOSRIW,1,"3'-Benzyloxy-3-hydroxy-3,3'-bi-1H-indole-2,2'(3H,3'H)-dione monohydrate",MOSRIW.mol,"[3, 1]",1,0.773382136
VOFTOZ,1,"1-Phenyl-3-methyl-4-(3'-phenylpropane-1',3'-dione)pyrazol-5-one",VOFTOZ.mol,"[1, 2]",1,0.773383116
DIDVER,1,β-Hydroxystyryl-N-(2-pyridinyl)acetamide hydrochloride monohydrate,DIDVER.mol,"[2, 0]",1,0.773397465
MIYVEY,1,"6,6-dimethyl-2-(4-methylphenyl)-6,7-dihydro-1,3-benzoxazol-4(5H)-one",MIYVEY.mol,"[34, 33]",1,0.773402196
NEKHAO,1,3-(Diphenylphosphino)quinoxalin-2-amine,NEKHAO.mol,"[0, 3]",1,0.773402563
HEKTUM01,1,diphenyl oxalate,HEKTUM01.mol,"[7, 2]",1,0.773408042
CUVRIX,1,"5',5''-diazenediylbis(1-nitro-1H,2'H-3,3'-bi-1,2,4-triazole) N,N-dimethylformamide solvate",CUVRIX.mol,"[21, 3]",1,0.773436999
GIKSOJ,1,"2,5-bis(5-(4-t-Butylphenyl)-(1,3,4)oxadiazol-2-yl)phenol",GIKSOJ.mol,"[5, 2]",1,0.773444383
AGOKOX,1,1-(pyridin-3-yl)-3-(p-tolyl)urea,AGOKOX.mol,"[24, 26]",1,0.773455644
VUZNUA,1,"(3R,4R,5R)-5-(Acetamidomethyl)-N-benzyl-3,4-dihydroxytetrahydrofuran-3-carboxamide",VUZNUA.mol,"[8, 6]",1,0.773471185
RECGEL,1,"1,9-Butano-2,5-etheno-8-p-methoxyphenyl-9,11-dimethyl-bicyclo(4.3.0)non-7-ene-3,4-dione",RECGEL.mol,"[51, 52]",1,0.773484181
EVIMIF,1,"3-(1H-1,2,4-Triazole-3-ylsulfanylmethyl)benzoic acid",EVIMIF.mol,"[2, 1]",1,0.773496369
TIGSIM,1,"3-(p-Tolyliminomethyl)-1,1'-binaphthol ethanol solvate",TIGSIM.mol,"[0, 2]",1,0.773519566
SUZNUY,1,"3-benzoyl-3a-hydroxy-1-((4-methylphenyl)sulfonyl)-1,3a-dihydro-8H-pyrazolo[5,1-a]isoindol-8-one butane solvate",SUZNUY.mol,"[8, 1]",1,0.773537303
YEYDUC,1,"2-(1,3-Benzodioxol-5-ylmethyl)acrylic acid",YEYDUC.mol,"[1, 0]",1,0.773540728
TUQNOJ,1,"rac-4-(2-Methoxyphenyl)-2,6-dimethylcyclohex-3-enecarboxylic acid",TUQNOJ.mol,"[1, 0]",1,0.773545306
SACBOR,1,"1,4,8,11-tetrahydroxydodecahydro-1H,6H,7H,13H-6a,13a-epidithiopyrazino[1,2-a:4,5-a']diindole-6,13-dione",SACBOR.mol,"[7, 13]",1,0.77355283
DISYAH,1,Methyl 4-(((7-(diethylamino)-2-oxo-2H-chromen-3-yl)carbonyl)amino)benzoate,DISYAH.mol,"[4, 0]",1,0.773553176
HODSEZ,1,"2'-Methyl-2'-nitro-1'-phenyl-2',3',5',6',7',7a'-hexahydrospiro(indoline-3,3'-1'H-pyrrolizin)-2-one",HODSEZ.mol,"[37, 0]",1,0.773561965
