Ligand,Old Indexes,New Indexes,Deprotonation Type
TEVVOG,"[0, 6]","[0, 6]",Single Deprotonation
NAHXAZ,"[2, 3]","[2, 3]",Single Deprotonation
ZEMNAG,"[4, 6]","[4, 6]",Double Deprotonation
GUBHOA,"[22, 23]","[22, 23]",Double Deprotonation
HOHKOH,"[1, 3]","[1, 2]",Single Deprotonation
PPIMTZ,"[1, 2]","[1, 2]",No Deprotonation
BADQEF,"[0, 3]","[0, 3]",Single Deprotonation
FORMIK,"[3, 13]","[3, 13]",No Deprotonation
FACVUB,"[21, 23]","[21, 23]",Single Deprotonation
IQEKEU,"[6, 7]","[6, 7]",Double Deprotonation
HARMIZ,"[1, 2]","[1, 2]",Double Deprotonation
DOLBUC,"[0, 7]","[0, 7]",No Deprotonation
RISHEH,"[4, 5]","[4, 5]",Single Deprotonation
RUXJEZ,"[0, 1]","[0, 1]",No Deprotonation
LANJUG,"[6, 12]","[6, 12]",No Deprotonation
LUJTUG,"[0, 4]","[0, 4]",No Deprotonation
SOWYEK,"[20, 21]","[20, 21]",No Deprotonation
AVOZOA,"[0, 1]","[0, 1]",Single Deprotonation
VISRIY,"[5, 6]","[5, 6]",Double Deprotonation
YEPTAR,"[18, 21]","[18, 21]",Single Deprotonation
EZISIQ,"[0, 11]","[0, 10]",Single Deprotonation
WOGGAC,"[1, 8]","[1, 8]",Single Deprotonation
PEZFEG01,"[2, 26]","[2, 26]",Single Deprotonation
CILQIA,"[3, 4]","[3, 4]",No Deprotonation
HIRROQ,"[0, 2]","[0, 1]",Double Deprotonation
GRYNTX,"[0, 1]","[0, 1]",Double Deprotonation
UKUTIG,"[9, 11]","[9, 10]",Single Deprotonation
SEPQAG,"[3, 4]","[3, 4]",Double Deprotonation
YUQMAZ,"[0, 5]","[0, 5]",Double Deprotonation
OVIJUA,"[1, 4]","[1, 3]",Double Deprotonation
FAHSUC,"[6, 12]","[6, 12]",Single Deprotonation
RIMLAC,"[52, 55]","[52, 54]",Double Deprotonation
COSSEJ,"[1, 9]","[1, 9]",No Deprotonation
CABYIO,"[3, 4]","[3, 4]",Single Deprotonation
JIMRIG,"[16, 23]","[16, 23]",Single Deprotonation
DIZWED,"[17, 22]","[17, 22]",No Deprotonation
ZESJAK,"[1, 3]","[1, 3]",No Deprotonation
DAJWIU10,"[3, 5]","[3, 5]",No Deprotonation
SIPRUF,"[0, 1]","[0, 1]",Single Deprotonation
KACSEP,"[0, 2]","[0, 1]",Single Deprotonation
KODXIL,"[21, 22]","[21, 22]",No Deprotonation
CUPNUY,"[26, 27]","[26, 27]",Single Deprotonation
NORXEZ,"[0, 2]","[0, 1]",Single Deprotonation
QALQEB,"[3, 5]","[3, 4]",Single Deprotonation
LOSJUZ,"[1, 3]","[1, 2]",Single Deprotonation
DPCBAZ,"[0, 2]","[0, 2]",No Deprotonation
XAPREM,"[0, 20]","[0, 19]",Double Deprotonation
POMTUI,"[0, 3]","[0, 2]",Single Deprotonation
LOYDIP,"[14, 16]","[14, 15]",Single Deprotonation
ISURET,"[4, 5]","[4, 5]",Single Deprotonation
RTRSIN,"[3, 5]","[3, 5]",Double Deprotonation
VAVZUO,"[5, 8]","[5, 8]",No Deprotonation
IQENEY,"[0, 1]","[0, 1]",Single Deprotonation
KEQCOA,"[5, 7]","[5, 6]",Single Deprotonation
INUDOM,"[26, 39]","[26, 39]",No Deprotonation
DOWMUX,"[8, 9]","[8, 9]",No Deprotonation
HAHFAX,"[0, 1]","[0, 1]",No Deprotonation
BUGNOH,"[14, 17]","[14, 16]",Double Deprotonation
COBWUO,"[23, 29]","[23, 28]",Single Deprotonation
BIZYOA,"[0, 3]","[0, 3]",Single Deprotonation
NAHPTB10,"[9, 11]","[9, 11]",No Deprotonation
BINGOX,"[16, 19]","[16, 19]",Single Deprotonation
QUKYIE,"[1, 2]","[1, 2]",Single Deprotonation
NAXJUT,"[6, 8]","[6, 8]",Single Deprotonation
SOJZAV,"[0, 2]","[0, 2]",Single Deprotonation
WABBUA,"[45, 47]","[45, 46]",Single Deprotonation
LUCFOE,"[1, 24]","[1, 23]",Single Deprotonation
ALOTOM,"[0, 3]","[0, 3]",Double Deprotonation
YUGKAP,"[1, 3]","[1, 2]",Single Deprotonation
XOXLIH01,"[2, 4]","[2, 4]",Single Deprotonation
VEBPIE,"[2, 5]","[2, 5]",Double Deprotonation
XIRHUD,"[5, 9]","[5, 9]",No Deprotonation
UTAQOX,"[1, 3]","[1, 2]",Single Deprotonation
NUKXAV,"[10, 15]","[10, 15]",No Deprotonation
BAGBEQ,"[0, 4]","[0, 4]",No Deprotonation
QOGSOV,"[0, 1]","[0, 1]",Single Deprotonation
NABGIJ,"[3, 5]","[3, 4]",Double Deprotonation
UBOZES,"[0, 13]","[0, 13]",No Deprotonation
EXOPIR,"[21, 25]","[21, 25]",No Deprotonation
KOXCUV,"[16, 17]","[16, 17]",Single Deprotonation
QEMZAK,"[1, 2]","[1, 2]",Single Deprotonation
TANGEX,"[3, 4]","[3, 4]",Single Deprotonation
HAVCAL,"[2, 9]","[2, 9]",Double Deprotonation
ZOGNAK,"[1, 5]","[1, 5]",Double Deprotonation
OQAFIX,"[0, 7]","[0, 7]",No Deprotonation
TUJWOL,"[1, 3]","[1, 3]",Single Deprotonation
NTRGUA01,"[2, 3]","[2, 3]",Single Deprotonation
XUSXIS,"[5, 8]","[5, 8]",Single Deprotonation
AYUHOS,"[0, 1]","[0, 1]",Single Deprotonation
MEDPEQ,"[0, 1]","[0, 1]",No Deprotonation
DAMNEM,"[2, 22]","[2, 22]",No Deprotonation
MDTBVL,"[32, 33]","[32, 33]",No Deprotonation
TIBWOQ,"[7, 10]","[7, 10]",No Deprotonation
NAFQIU,"[0, 6]","[0, 6]",Single Deprotonation
DUMTIP,"[1, 4]","[1, 4]",Double Deprotonation
ULEREJ,"[0, 6]","[0, 6]",Single Deprotonation
YAKVUC,"[34, 36]","[34, 35]",Single Deprotonation
VIGQEI,"[1, 2]","[1, 2]",Double Deprotonation
GUVBII,"[1, 2]","[1, 2]",Single Deprotonation
WOCXIV,"[30, 32]","[30, 31]",Single Deprotonation
XOFSOD,"[19, 21]","[19, 21]",No Deprotonation
HACZUG,"[0, 1]","[0, 1]",Double Deprotonation
FANQUG,"[19, 20]","[19, 20]",Double Deprotonation
YIVNEZ,"[0, 2]","[0, 1]",Single Deprotonation
WIVSUR,"[38, 40]","[38, 39]",Single Deprotonation
ZIVLAT,"[0, 2]","[0, 1]",Single Deprotonation
BASMUF,"[48, 49]","[48, 49]",No Deprotonation
UTOJUJ,"[0, 1]","[0, 1]",No Deprotonation
HUJJIH,"[0, 1]","[0, 1]",Double Deprotonation
CAHNOR,"[0, 3]","[0, 2]",Single Deprotonation
WUHYED,"[2, 10]","[2, 9]",Single Deprotonation
IFOGUF,"[4, 9]","[4, 9]",No Deprotonation
HONCET,"[1, 5]","[1, 5]",No Deprotonation
EHIXAU,"[20, 21]","[18, 19]",Double Deprotonation
DAZVUY,"[3, 4]","[3, 4]",No Deprotonation
AYAVIG,"[0, 9]","[0, 9]",No Deprotonation
FESRED,"[1, 2]","[1, 2]",Double Deprotonation
AFAXUC,"[1, 2]","[1, 2]",No Deprotonation
NAVNEE,"[2, 7]","[2, 7]",No Deprotonation
GEQXAE,"[3, 4]","[3, 4]",No Deprotonation
KOSFUT,"[3, 5]","[3, 5]",Single Deprotonation
OJAMOC,"[25, 26]","[25, 26]",No Deprotonation
VUHKIV,"[1, 2]","[1, 2]",No Deprotonation
LOJDOE,"[0, 1]","[0, 1]",No Deprotonation
FIVBAN,"[0, 1]","[0, 1]",Single Deprotonation
GUGKOJ,"[0, 1]","[0, 1]",Single Deprotonation
YEQPOC,"[0, 2]","[0, 1]",Single Deprotonation
EZACEN,"[2, 4]","[2, 4]",No Deprotonation
GUJKAY,"[1, 3]","[1, 3]",Single Deprotonation
BUNXUF,"[1, 3]","[1, 2]",Single Deprotonation
VAMSOT,"[43, 45]","[43, 45]",No Deprotonation
UMARAD,"[15, 19]","[15, 19]",Double Deprotonation
TEFSON,"[0, 2]","[0, 1]",Single Deprotonation
VUWRUA,"[0, 1]","[0, 1]",Single Deprotonation
SETVIZ,"[47, 48]","[47, 48]",No Deprotonation
ZOJNAP,"[2, 7]","[2, 6]",Single Deprotonation
SEDDUD,"[26, 27]","[26, 27]",No Deprotonation
TIHPAC,"[0, 1]","[0, 1]",Single Deprotonation
VATRIT,"[16, 17]",Error,Double Deprotonation
TOTNIZ,"[0, 1]","[0, 1]",Double Deprotonation
TAKWEI,"[0, 3]","[0, 3]",Single Deprotonation
KUXCIP,"[19, 20]","[19, 20]",Single Deprotonation
CEKTUK,"[19, 20]","[19, 20]",Single Deprotonation
AQITOL,"[34, 35]","[34, 35]",No Deprotonation
NADCEC,"[23, 25]","[23, 24]",Single Deprotonation
HUJBOE,"[39, 40]","[39, 40]",Single Deprotonation
TAHMUN,"[16, 17]","[16, 17]",No Deprotonation
EVAWEE,"[0, 2]","[0, 2]",No Deprotonation
KETRIL,"[9, 12]","[9, 12]",No Deprotonation
GIQCIS,"[16, 17]","[16, 17]",Single Deprotonation
TAKMEB,"[3, 5]","[3, 5]",Single Deprotonation
DPUREA02,"[1, 3]","[1, 2]",Double Deprotonation
SACRET01,"[12, 16]","[12, 16]",Single Deprotonation
XIHMAF,"[38, 39]","[38, 39]",Single Deprotonation
PAMNOI,"[38, 40]","[38, 40]",Single Deprotonation
YODFIJ,"[29, 34]","[29, 34]",No Deprotonation
REGCOV,"[26, 30]","[26, 29]",Single Deprotonation
XATZUO,"[0, 3]","[0, 3]",No Deprotonation
FIPWEI,"[3, 6]","[3, 5]",Double Deprotonation
UNOJOW,"[18, 20]","[18, 19]",Single Deprotonation
MIJPUQ,"[3, 5]","[3, 5]",Single Deprotonation
WUGROI,"[1, 3]","[1, 2]",Single Deprotonation
WEWPIA,"[18, 19]","[18, 19]",Single Deprotonation
EKATIU,"[0, 1]","[0, 1]",No Deprotonation
JEXZUH,"[11, 12]","[11, 12]",Single Deprotonation
YOSRAZ,"[0, 1]","[0, 1]",Double Deprotonation
UCABIM,"[4, 6]","[4, 6]",No Deprotonation
WUTLON,"[0, 2]","[0, 1]",Double Deprotonation
RIYRUN,"[1, 5]","[1, 5]",No Deprotonation
NIDYUW,"[28, 29]","[28, 29]",Single Deprotonation
TODTIS,"[15, 21]","[15, 21]",No Deprotonation
EFEXAQ,"[3, 23]","[3, 22]",Single Deprotonation
VUKJIU,"[9, 11]","[9, 11]",Single Deprotonation
RIGXOV,"[0, 1]","[0, 1]",Single Deprotonation
OGOHUP,"[1, 2]","[1, 2]",Single Deprotonation
XECPAZ,"[6, 14]","[6, 13]",Single Deprotonation
IFOPIE01,"[5, 7]","[5, 7]",Single Deprotonation
RUMPUM,"[57, 64]","[57, 64]",No Deprotonation
EVOXOE,"[21, 25]","[21, 25]",No Deprotonation
MOQMUB,"[4, 5]","[4, 5]",Single Deprotonation
XUNMAU,"[3, 6]","[3, 6]",Single Deprotonation
FATZEH,"[11, 18]","[11, 18]",Single Deprotonation
SOYFUI,"[1, 3]","[1, 2]",Double Deprotonation
NADRHC,"[21, 22]","[19, 20]",Double Deprotonation
GEXQOR,"[29, 30]","[29, 30]",No Deprotonation
SIBNAV,"[0, 2]","[0, 2]",No Deprotonation
XUHYIJ,"[1, 2]","[1, 2]",Single Deprotonation
CUVFOO,"[11, 12]","[11, 12]",Single Deprotonation
GOCHOW,"[13, 15]","[12, 14]",Single Deprotonation
BOYDUO,"[6, 7]","[6, 7]",No Deprotonation
SINBEX,"[29, 33]","[29, 33]",No Deprotonation
ISOTEP,"[4, 5]","[4, 5]",Single Deprotonation
JUCJAS,"[20, 21]","[20, 21]",Double Deprotonation
TAPYEP,"[3, 6]","[3, 6]",Single Deprotonation
YOSCAM,"[6, 7]","[6, 7]",No Deprotonation
BICMOS,"[2, 4]","[2, 3]",Single Deprotonation
DULVIP,"[17, 18]","[17, 18]",Single Deprotonation
JAKCOO,"[0, 4]","[0, 4]",No Deprotonation
DOXNUZ,"[12, 13]","[12, 13]",Single Deprotonation
GUZTAY,"[1, 5]","[1, 5]",Single Deprotonation
UVOYEK,"[12, 16]","[12, 16]",Single Deprotonation
VEXJEO,"[2, 18]","[2, 18]",No Deprotonation
TOSGOX,"[0, 7]","[0, 7]",No Deprotonation
BOPKAS,"[2, 3]","[2, 3]",Single Deprotonation
IXOJOU01,"[1, 2]","[1, 2]",Single Deprotonation
HACMAC,"[4, 14]","[4, 14]",Single Deprotonation
ETISUV,"[1, 3]","[1, 2]",Double Deprotonation
MIRRUA,"[62, 63]","[62, 63]",Single Deprotonation
XIDWUF,"[1, 2]","[1, 2]",Single Deprotonation
QILLII,"[29, 31]","[29, 30]",Single Deprotonation
JESDOD,"[1, 4]","[1, 4]",No Deprotonation
SAFXOM,"[1, 2]","[1, 2]",Double Deprotonation
FORLIJ,"[2, 3]",Error,Double Deprotonation
CAGLEB,"[5, 7]","[5, 7]",Single Deprotonation
WEGPOP,"[0, 7]","[0, 7]",No Deprotonation
GIGJEL,"[6, 11]","[6, 11]",Single Deprotonation
BUQPIO,"[1, 5]","[1, 5]",No Deprotonation
DIWVOV,"[18, 19]","[18, 19]",Single Deprotonation
NUQNAP,"[1, 2]","[1, 2]",Double Deprotonation
CALCEA,"[5, 7]","[5, 6]",Single Deprotonation
EKATUG,"[0, 3]","[0, 3]",No Deprotonation
ATUZOE01,"[0, 2]","[0, 1]",Double Deprotonation
CEJDIH,"[6, 7]","[6, 7]",Single Deprotonation
ECILOT,"[1, 6]","[1, 6]",Single Deprotonation
YOSVUY,"[0, 1]","[0, 1]",No Deprotonation
AHMVAL,"[20, 21]","[20, 21]",No Deprotonation
NUJDOM,"[6, 8]","[6, 8]",No Deprotonation
IGOVAC,"[0, 1]","[0, 1]",No Deprotonation
LAGXAS,"[11, 15]","[11, 15]",No Deprotonation
ICAPIO,"[0, 4]","[0, 3]",Single Deprotonation
DEGNIM,"[21, 24]","[21, 24]",No Deprotonation
FURVOF,"[5, 6]","[5, 6]",Single Deprotonation
XOWFEX,"[0, 1]","[0, 1]",Single Deprotonation
CAWGEN,"[5, 6]","[5, 6]",Single Deprotonation
ACANAC11,"[1, 4]","[1, 4]",Single Deprotonation
YIKCOM01,"[4, 5]","[4, 5]",Single Deprotonation
NIZYAY,"[21, 45]","[21, 45]",No Deprotonation
XOXGOG,"[2, 22]","[2, 22]",No Deprotonation
FAQXIH,"[9, 10]","[9, 10]",No Deprotonation
YUPJOK,"[2, 42]","[2, 42]",Single Deprotonation
AFIRAK,"[1, 5]","[1, 5]",No Deprotonation
MONYUK,"[0, 2]","[0, 1]",Single Deprotonation
XUHYUW,"[21, 22]","[21, 22]",Single Deprotonation
WEWFUA,"[22, 23]","[22, 23]",Double Deprotonation
WARSUD,"[0, 6]","[0, 6]",Single Deprotonation
XOWXEN,"[0, 2]","[0, 1]",Single Deprotonation
IFUFOF,"[0, 5]","[0, 5]",No Deprotonation
VIZSON,"[1, 3]","[1, 3]",Single Deprotonation
PUJWAV,"[0, 7]","[0, 6]",Single Deprotonation
LEYQOW,"[0, 1]","[0, 1]",Single Deprotonation
CODNOB,"[1, 4]","[1, 4]",Single Deprotonation
GOLHAT,"[1, 2]","[1, 2]",No Deprotonation
FIJTAV,"[9, 15]","[9, 14]",Single Deprotonation
HABWUE,"[1, 2]","[1, 2]",Single Deprotonation
HAXVAF,"[16, 17]","[16, 17]",No Deprotonation
YATCUT,"[6, 46]","[6, 45]",Double Deprotonation
QAKSUS,"[0, 1]","[0, 1]",Single Deprotonation
YARYEW,"[0, 1]","[0, 1]",Double Deprotonation
BIKWOK,"[0, 1]","[0, 1]",Single Deprotonation
NIJZUE,"[17, 24]","[17, 23]",Single Deprotonation
TIJZIV,"[2, 3]","[2, 3]",Single Deprotonation
EFENUA,"[0, 2]","[0, 1]",Single Deprotonation
AFAFIX,"[0, 4]","[0, 4]",No Deprotonation
FIQPIE,"[4, 5]","[4, 5]",No Deprotonation
OFEGAI,"[0, 1]","[0, 1]",Single Deprotonation
YOMYII,"[2, 3]","[1, 2]",Single Deprotonation
OQOZOL,"[0, 4]","[0, 4]",Single Deprotonation
DUQMOT,"[0, 2]","[0, 1]",Single Deprotonation
EGAYUG,"[0, 2]","[0, 1]",Double Deprotonation
HUTDUX,"[2, 12]","[2, 12]",No Deprotonation
MEBTOE,"[12, 15]","[12, 15]",No Deprotonation
KETTUA,"[32, 35]","[32, 35]",No Deprotonation
TAHRUS,"[0, 2]","[0, 1]",Single Deprotonation
KEYWEQ,"[3, 4]","[3, 4]",Single Deprotonation
FORHUR,"[0, 4]","[0, 3]",Single Deprotonation
DOFLIN,"[6, 7]","[6, 7]",No Deprotonation
VEXRIB,"[2, 4]","[2, 3]",Double Deprotonation
RUJMUH,"[7, 13]","[7, 13]",No Deprotonation
GIKVAX,"[21, 22]","[21, 22]",Single Deprotonation
PHMALT,"[46, 48]","[44, 46]",Double Deprotonation
WAXZAY,"[3, 5]","[3, 5]",Double Deprotonation
ELIDIM,"[0, 3]","[0, 2]",Double Deprotonation
XOWMEC,"[3, 5]","[3, 4]",Double Deprotonation
LAHCEC,"[2, 3]","[2, 3]",Single Deprotonation
MEZBOK,"[7, 10]","[7, 10]",Single Deprotonation
FICJEI,"[2, 15]","[2, 15]",Single Deprotonation
VIRHEJ,"[19, 20]","[19, 20]",No Deprotonation
EVAQIC,"[2, 3]","[2, 3]",No Deprotonation
AGUCEM,"[0, 8]","[0, 8]",No Deprotonation
ODAQEQ,"[2, 4]","[2, 3]",Single Deprotonation
FIQDUF,"[1, 5]","[1, 5]",No Deprotonation
LOYHUF,"[3, 4]","[3, 4]",Single Deprotonation
SENXUG,"[16, 31]","[16, 30]",Single Deprotonation
XUZROC,"[6, 10]","[6, 10]",No Deprotonation
GEZFUM,"[0, 1]","[0, 1]",Double Deprotonation
AIPMLM,"[26, 28]","[25, 27]",Single Deprotonation
OGAPET,"[0, 1]","[0, 1]",No Deprotonation
XOCFOK01,"[23, 25]","[23, 25]",Single Deprotonation
JUKDIC,"[0, 1]","[0, 1]",Single Deprotonation
PRGETP,"[9, 11]","[7, 9]",Double Deprotonation
BOGVID,"[1, 2]","[1, 2]",Single Deprotonation
DTSEYL,"[7, 8]","[7, 8]",Single Deprotonation
REXNIT,"[2, 3]","[2, 3]",Single Deprotonation
MOSRIW,"[1, 3]","[1, 2]",Single Deprotonation
LAKVOI,"[1, 3]","[1, 2]",Double Deprotonation
TUNTIH,"[0, 1]","[0, 1]",No Deprotonation
UMEYOC,"[3, 7]","[3, 7]",No Deprotonation
XAPPAI,"[34, 36]","[34, 35]",Single Deprotonation
DUGQOL01,"[0, 5]","[0, 5]",No Deprotonation
HIVSIR,"[0, 1]","[0, 1]",Single Deprotonation
CIYQOS,"[10, 19]","[10, 19]",Single Deprotonation
FITZIS01,"[0, 1]","[0, 1]",Single Deprotonation
EXEZUC,"[0, 3]","[0, 3]",Single Deprotonation
WIGDUM,"[3, 5]","[3, 4]",Double Deprotonation
OBUMIJ,"[0, 1]","[0, 1]",Single Deprotonation
PIJGUK,"[0, 5]","[0, 5]",Single Deprotonation
THYGLY10,"[14, 15]","[13, 14]",Single Deprotonation
OLALOC,"[3, 4]","[3, 4]",No Deprotonation
WIYQIF,"[1, 5]","[1, 4]",Single Deprotonation
QAFVAV,"[14, 17]","[14, 16]",Single Deprotonation
YIKBUP,"[10, 12]","[10, 12]",Double Deprotonation
AWURUF,"[4, 6]","[4, 5]",Single Deprotonation
PAXCEZ,"[0, 1]","[0, 1]",No Deprotonation
WITMUH,"[0, 2]","[0, 2]",No Deprotonation
TOSCEL,"[2, 16]","[2, 16]",Single Deprotonation
QEMMUQ,"[1, 2]","[1, 2]",Single Deprotonation
TUDPEP,"[0, 8]","[0, 7]",Single Deprotonation
AXALAN,"[1, 2]","[1, 2]",No Deprotonation
YOYGUP,"[34, 52]","[34, 52]",No Deprotonation
ULAWEL,"[9, 10]","[9, 10]",No Deprotonation
YAXCAD,"[0, 1]","[0, 1]",Single Deprotonation
CUGDAM04,"[0, 8]","[0, 7]",Single Deprotonation
ROZHUM,"[4, 7]","[4, 7]",No Deprotonation
XOZJUS,"[35, 36]","[35, 36]",No Deprotonation
SAJNAV,"[0, 1]","[0, 1]",Single Deprotonation
MIXNAI,"[12, 37]","[12, 37]",No Deprotonation
XIQXEB,"[0, 2]","[0, 2]",Single Deprotonation
EXUVEZ,"[2, 4]","[2, 3]",Single Deprotonation
DUDHOA,"[1, 4]","[1, 4]",No Deprotonation
LOKSUC,"[5, 6]","[5, 6]",Single Deprotonation
LAPXIK,"[1, 9]","[1, 9]",Single Deprotonation
HIFBII,"[3, 6]","[3, 6]",No Deprotonation
DIZPEH,"[20, 21]","[20, 21]",Double Deprotonation
PUMXUR,"[5, 6]","[5, 6]",No Deprotonation
MIBBUX,"[54, 56]","[54, 55]",Single Deprotonation
BECXEO,"[0, 13]","[0, 13]",No Deprotonation
MOCBOW,"[0, 2]","[0, 2]",No Deprotonation
ADABIQ,"[3, 5]","[3, 5]",Single Deprotonation
DEZKUR,"[1, 3]","[1, 2]",Single Deprotonation
UDEHES,"[1, 3]","[1, 3]",No Deprotonation
DIFQUF,"[0, 3]","[0, 3]",Double Deprotonation
YOZSIS,"[1, 6]","[1, 5]",Double Deprotonation
KEPFIW,"[2, 5]","[2, 5]",No Deprotonation
ATULAC,"[0, 2]","[0, 1]",Single Deprotonation
LEVXIT,"[21, 22]","[21, 22]",Single Deprotonation
JARQOJ,"[0, 1]","[0, 1]",Double Deprotonation
HEKWAV01,"[1, 2]","[1, 2]",Single Deprotonation
NEQWAI,"[3, 4]","[3, 4]",Single Deprotonation
WEWRIA,"[21, 24]","[21, 24]",No Deprotonation
IRUXID,"[3, 4]","[3, 4]",Single Deprotonation
GAPHEK,"[16, 17]","[16, 17]",No Deprotonation
HEZVIS,"[2, 18]","[2, 18]",Single Deprotonation
YUPPEF,"[0, 11]","[0, 11]",No Deprotonation
YIZYEL,"[24, 25]","[24, 25]",Single Deprotonation
KAKXAY,"[0, 2]","[0, 2]",Single Deprotonation
SAGROJ,"[12, 32]","[12, 31]",Single Deprotonation
HEYHUP,"[1, 18]","[1, 18]",No Deprotonation
COCOAC,"[23, 24]","[23, 24]",Single Deprotonation
SAKRAA,"[1, 2]","[1, 2]",Single Deprotonation
WUZROZ,"[8, 11]","[8, 11]",No Deprotonation
JUHKIG,"[3, 7]","[3, 7]",No Deprotonation
KANTOI,"[2, 4]","[2, 4]",Double Deprotonation
EMIJAM,"[1, 2]","[1, 2]",Single Deprotonation
HPENDO10,"[51, 52]","[50, 51]",Single Deprotonation
JELVAX,"[0, 1]","[0, 1]",Single Deprotonation
YODHIJ01,"[8, 10]","[8, 10]",No Deprotonation
QUJGIL,"[19, 21]","[19, 20]",Single Deprotonation
RUBKOR,"[2, 4]","[2, 3]",Double Deprotonation
MELBOV,"[39, 41]","[39, 41]",No Deprotonation
HOLZAL,"[1, 9]","[1, 9]",Single Deprotonation
AMOQEA,"[1, 2]","[1, 2]",Double Deprotonation
TRIPDI,"[35, 41]","[34, 40]",Single Deprotonation
ACICIY,"[0, 2]","[0, 1]",Double Deprotonation
UDUHEG,"[1, 5]","[1, 5]",No Deprotonation
JIRGAV,"[1, 4]","[1, 3]",Single Deprotonation
XAWBUU,"[4, 9]","[4, 9]",Double Deprotonation
YODSAL,"[1, 2]","[1, 2]",Double Deprotonation
GISCIV,"[30, 31]","[30, 31]",Single Deprotonation
SAJJIX,"[24, 25]","[24, 25]",Single Deprotonation
OWONOF,"[7, 9]","[7, 8]",Double Deprotonation
VEVSIZ,"[11, 12]","[11, 12]",No Deprotonation
FEFMEL,"[0, 3]","[0, 2]",Double Deprotonation
FOXBIE,"[0, 4]","[0, 4]",Single Deprotonation
ZOXNOP,"[8, 10]","[8, 10]",Double Deprotonation
BAPLOT07,"[0, 2]","[0, 2]",No Deprotonation
AHOWAV,"[0, 1]","[0, 1]",Double Deprotonation
LEKTEA,"[1, 3]","[1, 3]",Single Deprotonation
LEVSUA,"[20, 21]","[20, 21]",Single Deprotonation
SORPAR,"[3, 12]","[3, 12]",No Deprotonation
TAMXAJ,"[0, 7]","[0, 7]",No Deprotonation
TIXSUR,"[1, 5]","[1, 5]",No Deprotonation
FAJWIY,"[35, 36]","[35, 36]",No Deprotonation
GATHIS,"[4, 8]","[4, 7]",Double Deprotonation
XAQVAN,"[2, 8]","[2, 8]",No Deprotonation
POFPIK,"[2, 4]","[2, 3]",Single Deprotonation
CUCCEI,"[1, 2]","[1, 2]",Single Deprotonation
GEBTUC,"[6, 7]","[6, 7]",No Deprotonation
PIJHIA,"[0, 1]","[0, 1]",Double Deprotonation
ZIYZOY,"[1, 4]",Error,Double Deprotonation
GUXVIF,"[5, 6]","[5, 6]",Single Deprotonation
TOYOCM10,"[15, 17]","[15, 17]",Double Deprotonation
VODWEQ,"[0, 1]","[0, 1]",Single Deprotonation
WEZBIN,"[14, 17]","[14, 16]",Double Deprotonation
VALMEB,"[1, 6]","[1, 5]",Single Deprotonation
ALOBOV,"[7, 10]","[7, 10]",No Deprotonation
VIYQOL,"[40, 41]","[40, 41]",Single Deprotonation
XALKUQ,"[3, 9]","[3, 8]",Double Deprotonation
DIFBOL,"[1, 2]","[1, 2]",Single Deprotonation
WINZIF,"[6, 8]","[6, 8]",Single Deprotonation
LILBIR,"[25, 26]","[25, 26]",Single Deprotonation
CIRPIC10,"[14, 16]","[14, 16]",Single Deprotonation
CIRFEP,"[4, 6]","[4, 6]",No Deprotonation
QOKQEN,"[23, 24]","[23, 24]",No Deprotonation
JAMMEP,"[6, 7]","[6, 7]",Double Deprotonation
NAFZOL,"[3, 22]","[3, 21]",Single Deprotonation
LIMJEW,"[49, 51]","[49, 50]",Single Deprotonation
QAJNEW,"[18, 22]","[18, 22]",No Deprotonation
VEWPIW,"[32, 33]","[32, 33]",Single Deprotonation
VORJIV,"[13, 14]","[13, 14]",No Deprotonation
LANFAJ,"[5, 8]","[5, 7]",Double Deprotonation
MAQWIM18,"[0, 5]","[0, 5]",No Deprotonation
PILLUS,"[1, 2]","[1, 2]",Single Deprotonation
XEJDAS,"[3, 5]","[3, 4]",Double Deprotonation
STERIG,"[28, 29]","[27, 28]",Single Deprotonation
AXUNUD,"[21, 22]","[20, 21]",Single Deprotonation
LEVQIP,"[24, 26]","[24, 26]",Single Deprotonation
RODPAD,"[25, 29]","[25, 29]",Single Deprotonation
CANCOK,"[3, 4]","[3, 4]",No Deprotonation
QIMKEC,"[1, 2]","[1, 2]",Single Deprotonation
LCHOLA,"[65, 66]","[64, 65]",Single Deprotonation
POVWOP,"[9, 21]","[9, 21]",Single Deprotonation
NIGVIK,"[1, 2]","[1, 2]",No Deprotonation
HERMAT,"[1, 3]","[1, 3]",Single Deprotonation
IBUVUY,"[0, 6]","[0, 6]",No Deprotonation
EMERIC,"[53, 54]","[52, 53]",Single Deprotonation
FENHIR,"[0, 3]","[0, 3]",Single Deprotonation
UTISIA,"[28, 29]","[28, 29]",No Deprotonation
WOTMIE,"[0, 2]","[0, 1]",Single Deprotonation
RAFQUM,"[0, 3]","[0, 3]",No Deprotonation
WOCHUR,"[0, 1]","[0, 1]",No Deprotonation
TOZNIH,"[0, 2]","[0, 1]",Single Deprotonation
USILEO,"[1, 2]","[1, 2]",Single Deprotonation
GEJZAY,"[1, 4]","[1, 4]",Single Deprotonation
MAXVIQ,"[3, 10]","[3, 10]",No Deprotonation
BOFWIC,"[3, 5]","[3, 5]",Single Deprotonation
BACJUM,"[4, 8]","[4, 7]",Single Deprotonation
OYIBOP,"[2, 4]","[2, 3]",Single Deprotonation
