Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_3-5A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-I,Cu-C,C-I,I-C-Cu,Lowdin_Charge_Cu,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_C,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu_I,Bond_Order_Cu_C,Bond_Order_C_I,Bond_Order_Cu_L1,Bond_Order_Cu_L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_px,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge_L1_dx2y2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dz2,ImgFre,Ea
AQINAP,84.79,6.24,212.28,3.48,8.1,10.01,37.7,30.9,22.5,767.31,-4.3342,-2.8196,2.14,2.16,-0.15,-0.16,2.58,2.03,2.35,71.89,-0.4133,-0.2642,0.4569,0.2152,0.1933,2.9143,3.6592,1.2977,2.8778,2.0498,29.2118,5.5488,7.2206,8.3775,0.7051,0.3287,0.4221,0.3345,0.2546,2.7709,1.009,0.9803,0.9468,3.6076,3.6957,3.7155,3.3583,10.1461,2.0174,2.0541,2.0273,2.016,2.0313,6.3111,12.6247,4.2601,4.1812,4.1833,10.4772,2.0079,2.1144,2.193,2.0539,2.108,1.0998,0.2772,0.0579,0.0394,0.0767,0.0435,1.4136,1.4076,0.0722,0.0216,0.0186,-140.8,14.6
AQOPIG,74.79,6.33,189.18,3.13,6.74,7.25,36.3,27.7,15.1,595,-4.4484,-2.0809,1.98,2.39,0,-0.26,2.57,2.09,2.25,72.2,-0.3983,-0.2815,0.555,0.2317,0.1151,2.8279,3.4379,1.3528,3.2306,2.8514,29.2139,5.3967,7.031,7.1435,0.6139,0.2201,0.5372,0.5278,0.2085,2.7654,0.9096,0.9457,1.0767,3.5671,3.2463,3.705,3.7472,10.1565,2.0568,2.0297,2.0146,2.044,2.0113,6.3206,12.5733,4.2626,4.2007,4.11,10.5039,2.1736,2.1219,2.1035,2.0722,2.0327,1.2453,0.2618,0.0276,0.0815,0.0229,0.073,1.2009,1.2664,0.2876,0.0307,0.036,-112.38,40.6
ARADED,81.97,1,178.14,1.77,7.75,9.38,29.8,19.2,12.6,667.15,-3.9849,-1.6305,1.97,2.16,0.08,-0.18,2.57,2.28,2.2,70.02,-0.4634,-0.2896,0.5819,0.1266,0.1297,2.5138,3.5503,1.3648,2.1078,3.0026,29.088,5.5388,8.3554,7.0267,0.5333,0.1598,0.6809,0.4693,0.2875,2.7696,0.9514,0.9335,1.0559,3.5491,3.3103,3.7135,3.6572,10.1626,2.043,2.0391,2.0209,2.0435,2.0161,6.3206,12.5852,4.2637,4.1757,4.1458,10.5573,2.173,2.125,2.1008,2.0868,2.0717,1.4727,0.0747,0.012,0.0277,0.0089,0.0196,1.0711,1.2902,0.3051,0.0331,0.0285,-163.17,26
ARANOW,79.69,13.05,180.48,1.87,7.32,7.81,32.6,23.5,14.3,626.19,-4.212,-2.2357,2.23,2,-0.27,-0.07,2.63,2.08,2.26,74.35,-0.4013,-0.2893,0.5048,0.0917,0.0987,2.854,3.5477,1.3313,2.9723,1.9513,29.1362,5.4592,7.0026,8.4562,0.5582,0.341,0.5991,0.2665,0.3943,2.7682,0.9024,0.9564,1.0774,3.5821,3.2674,3.699,3.7719,10.1534,2.0585,2.0267,2.0153,2.0435,2.0094,6.3193,12.5955,4.2566,4.1982,4.1407,10.4861,2.1537,2.1124,2.1202,2.0762,2.0235,1.1364,0.3058,0.0384,0.0678,0.0617,0.0721,1.4222,1.4244,0.0755,0.0214,0.0253,-127.88,17.2
ARFIMP10,82.8,3.37,180.53,1.7,8.61,7.26,35.2,26.2,18,672.18,-3.8326,-0.8323,2.1,2.02,-0.11,-0.06,2.63,2.29,2.19,72.01,-0.491,-0.2941,0.5254,0.1996,-0.0685,2.5305,3.4246,1.3098,3.1368,2.934,29.1636,5.4858,7.1756,7.4661,0.4317,0,0.7093,0.3854,0.5228,2.7718,0.9237,0.9989,1.0235,3.5647,3.2299,3.7807,3.7031,10.1711,2.0445,2.0488,2.0133,2.0487,2.0157,6.3225,12.6379,4.2196,4.2069,4.2114,10.5303,2.1639,2.0917,2.0681,2.1185,2.088,1.2886,0.25,0.0333,0.0651,0.0355,0.0671,1.2926,1.3393,0.1447,0.0252,0.0124,-181.57,28.8
AROJAU,76.7,3.57,219.89,3.02,7.56,7.59,44.8,36.6,21.9,687.63,-3.7807,-1.5509,2.37,2.01,-0.34,0.02,2.64,2.25,2.21,72.63,-0.4421,-0.2876,0.5147,0.2202,0.1924,2.7748,3.2294,1.3362,3.0248,2.9432,29.2069,5.3318,7.2087,7.0665,0.505,0.1433,0.6599,0.2123,0.4695,2.7728,0.9082,0.9335,1.089,3.56,3.2104,3.6859,3.8295,10.1757,2.0662,2.0264,2.0123,2.0584,2.0124,6.3045,12.5781,4.2462,4.1988,4.1331,10.5592,2.148,2.1409,2.0926,2.0837,2.0941,1.2113,0.2357,0.0326,0.0719,0.0227,0.0712,1.2021,1.2847,0.2252,0.023,0.0242,-167.13,29.4
ASEFOU,61.98,1.25,153.59,2.47,6.46,17.87,23.7,14,8.3,815.05,-3.8617,-2.255,2.05,2.2,0.03,-0.12,2.59,2.2,2.2,72.04,-0.3751,-0.2984,0.5458,0.0728,0.0547,2.4327,3.4776,1.3558,1.9772,1.9439,29.0788,5.4978,8.4814,8.5057,0.5333,0.2468,0.6626,0.4056,0.2627,2.7677,0.9308,0.9422,1.0737,3.5625,3.3097,3.675,3.722,10.1599,2.0532,2.0323,2.0199,2.0436,2.0109,6.3237,12.5457,4.2581,4.1766,4.1111,10.5053,2.1644,2.1225,2.0772,2.0926,2.0486,1.5752,0.0698,0.0036,0.0182,0.0086,0.0251,1.4414,1.4677,0.0667,0.0093,0.0084,-137.12,18.3
ASOLOL,85.75,5.14,189.55,1.7,8.11,10.01,30.3,23.9,16.1,716.08,-4.415,-1.9714,2.25,2.03,-0.23,-0.03,2.58,2.03,2.31,72.66,-0.3655,-0.2685,0.5096,0.1699,0.2046,2.8376,3.5411,1.3691,2.0867,2.1107,29.1333,5.4467,8.3626,8.3163,0.6604,0.357,0.5166,0.2234,0.3034,2.7637,0.8943,0.9351,1.0902,3.586,3.3559,3.5751,3.8102,10.1429,2.0561,2.02,2.0132,2.0384,2.0152,6.3183,12.5561,4.2596,4.1881,4.1085,10.4907,2.0752,2.1221,2.0962,2.1487,2.0486,1.4233,0.0707,0.023,0.0146,0.0108,0.0158,1.405,1.3676,0.0798,0.0252,0.0183,-135.46,15.8
ATMHYD,78.27,6.62,169.65,1.6,6.09,8.49,28.5,20.7,13.8,595.98,-4.3589,-1.4236,2.13,2.12,-0.17,-0.07,2.55,2.09,2.26,71.73,-0.3992,-0.2781,0.5382,0.2039,0.1713,2.5585,3.3938,1.3278,2.1189,2.0687,29.0441,5.3837,8.3161,8.3761,0.6292,0.2962,0.5373,0.2376,0.272,2.7637,0.9363,0.9457,1.0493,3.5749,3.3026,3.744,3.6746,10.1434,2.0373,2.0369,2.0163,2.0391,2.0138,6.3241,12.56,4.2565,4.1888,4.1146,10.5148,2.1743,2.1204,2.0973,2.0727,2.0501,1.4444,0.0751,0.0178,0.0219,0.0084,0.0228,1.41,1.4298,0.0737,0.018,0.0089,-103.13,12.1
ATOKAX,83.53,0.44,175.09,1.33,8.92,8.83,28.6,18.9,11.8,641.71,-4.3412,-2.3085,2.29,2.01,-0.3,0.17,2.56,2.04,2.25,73.08,-0.3964,-0.2935,0.5426,0.1213,0.1623,2.6481,3.4744,1.3376,2.8503,2.1381,29.0929,5.44,7.0988,8.3428,0.6056,0.2976,0.5694,0.2038,0.4171,2.7612,0.921,0.9541,1.0644,3.5704,3.2551,3.7357,3.7264,10.1472,2.0467,2.034,2.0146,2.042,2.0099,6.3169,12.5561,4.2564,4.1771,4.1226,10.523,2.1733,2.1274,2.0966,2.0844,2.0414,1.3836,0.2923,0.0269,0.071,0.0308,0.1035,1.4145,1.4637,0.0759,0.0118,0.0087,-79.07,25
ATOMED,85.13,10.43,184.6,1.8,12.78,6.51,34.1,26.8,18,772.67,-4.0191,-1.4601,2.06,2,-0.14,-0.07,2.6,2.17,2.2,72.88,-0.4414,-0.297,0.5402,0.0256,0.1934,2.5149,3.3932,1.3019,1.9404,2.0893,29.0495,5.4372,8.5298,8.3341,0.4997,0.2234,0.6438,0.3909,0.3072,2.7646,0.9902,0.9411,1.0138,3.5607,3.4582,3.751,3.5087,10.1567,2.0324,2.0451,2.0251,2.0288,2.0254,6.3121,12.5804,4.2556,4.1772,4.1475,10.5485,2.1593,2.1392,2.1022,2.0806,2.0672,1.4465,0.0699,0.0155,0.0196,0.009,0.0175,1.3738,1.4159,0.0776,0.0217,0.009,-141.02,10.8
ATUWAN,81.42,-0.58,176.67,2.17,5.99,8.83,27.8,16.8,10.6,578.43,-5.0534,-2.6349,2.2,1.94,-0.19,0.12,2.53,1.95,2.4,70.11,-0.3865,-0.2493,0.4353,0.1761,0.195,2.9082,3.428,1.255,2.1258,2.1804,29.1214,5.3956,8.3292,8.2948,0.7495,0.331,0.3399,0.2477,0.4784,2.7629,0.9098,0.9569,1.0431,3.6061,3.3351,3.7706,3.708,10.1268,2.0353,2.0334,2.0134,2.0335,2.0112,6.3136,12.5965,4.2574,4.2071,4.132,10.4759,2.1691,2.1317,2.0978,2.0457,2.0315,1.441,0.0704,0.0157,0.0219,0.0086,0.0212,1.4021,1.457,0.0787,0.0138,0.009,-156.76,15
ATZTHD10,86.61,-5.1,183.96,1.7,5.16,7.84,31.9,21.1,11.2,558.71,-4.1549,-1.1792,2.11,2.02,0.37,-0.13,2.58,2.17,2.19,72.7,-0.4953,-0.2972,0.592,0.1556,0.021,2.6436,3.4378,1.3604,3.035,3.1636,29.1709,5.4475,7.0807,7.3674,0.5043,0.1517,0.6993,0.3393,0.49,2.7624,0.9764,0.9293,1.0409,3.5495,3.3744,3.703,3.5968,10.1591,2.0409,2.0387,2.0284,2.0346,2.0165,6.3033,12.628,4.257,4.1692,4.2018,10.5636,2.1532,2.1504,2.1067,2.0834,2.0699,1.2819,0.2947,0.03,0.0985,0.0267,0.0631,1.2557,1.2744,0.1477,0.0256,0.0158,-97.91,35.4
AVAJAK,89.26,8.69,199.31,2.16,8,14.33,36,27.1,18.3,815,-3.8361,-1.0048,2.03,2.09,-0.09,-0.15,2.63,2.37,2.18,70.43,-0.4448,-0.2915,0.5446,0.2219,0.0279,2.5074,3.3678,1.3178,3.1799,1.9249,29.163,5.4626,7.1006,8.5434,0.447,0,0.6822,0.4754,0.3738,2.7744,1.0164,0.978,0.9549,3.56,3.598,3.7681,3.3363,10.1681,2.0284,2.0449,2.0239,2.0266,2.0443,6.3205,12.5954,4.2423,4.1612,4.1919,10.5286,2.1758,2.0981,2.0707,2.0992,2.0848,1.1808,0.2402,0.0408,0.0629,0.0203,0.078,1.4999,1.3962,0.0689,0.02,0.0085,-109.49,21.3
AVAJIR,79.85,8.27,184.55,4.45,8.99,6.22,39.5,33.6,22.9,722.51,-3.9393,-1.2443,2.05,2.17,-0.07,-0.15,2.58,2.26,2.18,70.84,-0.4496,-0.2941,0.6027,0.159,0.1433,2.4903,3.4823,1.3754,2.0385,2.8907,29.0921,5.5141,8.3823,7.2707,0.5304,0.1604,0.6553,0.2994,0.3024,2.767,0.9846,0.9332,1.0279,3.5421,3.4568,3.6815,3.5226,10.1678,2.0393,2.0425,2.0337,2.0327,2.0197,6.3112,12.5616,4.2495,4.1705,4.1416,10.5765,2.1649,2.1363,2.1335,2.0794,2.0624,1.4164,0.0745,0.0227,0.0162,0.0112,0.016,1.1798,1.1589,0.2252,0.044,0.047,-151.56,24.1
AVIYAG,82.47,5.15,175.35,4.17,6.67,14.26,32.6,25.4,19.3,841.72,-3.7975,-0.8417,2.16,2.04,-0.16,-0.1,2.61,2.33,2.18,70.73,-0.4581,-0.2913,0.5448,0.2115,-0.083,2.3483,3.472,1.2858,2.1095,1.7959,29.0801,5.5258,8.3339,8.6696,0.4246,0.1253,0.7045,0.2557,0.5009,2.7721,0.9451,0.9473,1.0527,3.5561,3.3319,3.722,3.6485,10.1708,2.0505,2.0394,2.0229,2.0422,2.0158,6.335,12.5568,4.2487,4.1546,4.1535,10.5661,2.1704,2.1229,2.1053,2.1021,2.0653,1.4666,0.075,0.0109,0.0255,0.008,0.0234,1.6604,1.3511,0.0647,0.0146,0.0082,-170.84,28.8
AWAZUV,76.36,21.63,199.69,4.57,7.32,6.07,39.7,34.2,21.6,669.8,-3.9215,-1.1051,1.98,2.33,-0.09,-0.36,2.59,2.32,2.21,69.57,-0.4275,-0.2798,0.5733,0.0629,0.088,2.456,3.4256,1.3479,1.882,2.8078,29.0439,5.4535,8.5483,7.1351,0.5285,0.1375,0.6257,0.4053,0.1711,2.7731,0.9702,0.9262,1.0415,3.555,3.4134,3.674,3.5919,10.1674,2.0465,2.0395,2.0299,2.0337,2.0179,6.336,12.5408,4.2398,4.1769,4.1241,10.5504,2.1749,2.1128,2.1059,2.0897,2.0672,1.3986,0.0748,0.0226,0.0165,0.0121,0.0157,1.2241,1.1597,0.2845,0.0391,0.0479,-154.69,37.5
AWULEK,77.87,2.73,225.01,2.04,8.34,10.85,36.4,26.7,16.8,791.66,-4.2963,-1.8277,2.12,2.15,-0.12,-0.07,2.62,2.1,2.25,73.9,-0.4522,-0.2866,0.5227,0.146,0.157,2.8187,3.432,1.3181,2.0737,3.0574,29.1592,5.3816,8.4251,7.0164,0.5417,0.2824,0.5795,0.3197,0.3404,2.7642,0.9305,0.978,1.0322,3.5791,3.2704,3.7751,3.6782,10.153,2.0399,2.044,2.0123,2.0401,2.0166,6.3199,12.5902,4.2646,4.1819,4.1437,10.5418,2.1957,2.1205,2.0841,2.0714,2.0702,1.4484,0.0728,0.0136,0.0247,0.0085,0.0202,1.0986,1.1902,0.3025,0.0389,0.0266,-100.69,15.6
AXIHOG,80.63,13.56,185.35,2,10.28,7.6,31.7,24.8,18.7,712.08,-3.9166,-1.1788,2.08,1.98,-0.19,-0.07,2.6,2.28,2.2,70.79,-0.4247,-0.2913,0.5411,0.1632,0.0784,2.4619,3.3679,1.3142,2.0363,1.9884,29.0688,5.4349,8.4123,8.4462,0.4997,0.1421,0.6436,0.2966,0.4456,2.7709,0.971,0.9391,1.0382,3.563,3.3542,3.747,3.6091,10.1607,2.0374,2.0428,2.0197,2.0382,2.0226,6.3223,12.5687,4.26,4.1778,4.1309,10.5334,2.1612,2.1216,2.0798,2.0898,2.0811,1.4458,0.0754,0.0164,0.0231,0.0086,0.0228,1.4561,1.4108,0.0743,0.0179,0.0085,-172.09,17.4
AYANEV,94.12,6.01,184.32,1.33,7.52,12.08,30,19.5,13,731.06,-4.3426,-2.5334,2.14,2.15,-0.19,-0.1,2.55,2.03,2.3,71.88,-0.388,-0.2698,0.5,0.1794,0.1415,2.6433,3.4236,1.2965,2.1112,2.0793,29.0523,5.3872,8.3662,8.3832,0.6474,0.3292,0.488,0.2586,0.2769,2.7629,0.9117,0.9388,1.0737,3.5863,3.2422,3.749,3.7622,10.1394,2.038,2.0294,2.0123,2.0479,2.0118,6.3195,12.5641,4.2477,4.1925,4.1239,10.5041,2.136,2.1252,2.1045,2.0748,2.0635,1.4346,0.0724,0.0164,0.0196,0.0085,0.0253,1.4211,1.4352,0.0708,0.0146,0.0087,-116.12,15.4
AYUZID,82.63,1.26,209.37,2.1,7.09,9.21,34.6,23.9,14.2,617.47,-4.3999,-2.4621,2.23,2.01,-0.1,-0.03,2.59,2.06,2.33,71.94,-0.4036,-0.2625,0.4582,0.1678,0.3105,2.9962,3.5482,1.2974,2.0949,3.1707,29.2759,5.4582,8.3542,7.0379,0.676,0.3027,0.4371,0.244,0.4745,2.773,1.0172,0.9636,0.9509,3.6023,3.7141,3.6815,3.3738,10.1498,2.0191,2.0486,2.0276,2.0155,2.0391,6.3164,12.6238,4.2414,4.1824,4.1999,10.4631,2.0258,2.1139,2.1519,2.0793,2.092,1.4452,0.0706,0.0105,0.0207,0.0093,0.0168,1.0913,1.1421,0.2534,0.0343,0.046,-154.4,19.8
AZIWUD,60.32,5.69,182.07,2.83,7.95,8.11,34.8,29.7,20,725.67,-3.7243,-2.4868,2.42,1.91,-0.33,0.03,2.61,2.21,2.21,72.37,-0.3709,-0.2996,0.5142,0.1424,0.133,2.627,3.4702,1.3229,2.7613,2.9772,29.1714,5.4789,7.2993,7.0892,0.5185,0.1727,0.6305,0.1316,0.5804,2.7707,0.9301,0.9286,1.0863,3.562,3.2003,3.7221,3.8018,10.1745,2.0387,2.0249,2.0192,2.0737,2.018,6.3302,12.5569,4.2653,4.2088,4.0829,10.4834,2.1137,2.1088,2.0816,2.0922,2.087,1.2741,0.1993,0.0164,0.0569,0.021,0.065,1.2431,1.2798,0.2344,0.0295,0.03,-152.48,35.1
BACJEX,97.57,4.53,193.1,2.29,11.62,7.97,31,22.5,17.8,862.16,-4.0879,-2.8778,1.99,2.12,-0.04,-0.19,2.58,2.06,2.28,72.59,-0.4013,-0.2828,0.4593,0.106,0.1706,2.7427,3.4695,1.2605,2.0277,2.0655,29.0764,5.4368,8.4621,8.4004,0.5955,0.3062,0.4973,0.491,0.2727,2.7666,0.9125,0.943,1.0773,3.5834,3.2495,3.7585,3.7762,10.1512,2.047,2.0318,2.0116,2.0503,2.0105,6.3117,12.5909,4.2574,4.1888,4.1447,10.4982,2.1582,2.1309,2.0941,2.0577,2.0573,1.4033,0.0732,0.0151,0.0248,0.0081,0.0215,1.3604,1.431,0.0719,0.0156,0.0085,-134.51,13.8
BACJOG,78.41,1.62,174.5,2,5.43,6.11,30.3,21,10.6,549.91,-3.8936,-0.9619,2.19,2,-0.15,0.01,2.61,2.38,2.18,69.53,-0.4745,-0.2903,0.5831,0.1429,0.007,2.4198,3.5968,1.3659,2.9474,3.14,29.0886,5.5879,7.2027,7.3985,0.4786,0,0.7344,0.3081,0.4912,2.7743,0.944,0.9321,1.0679,3.5515,3.2654,3.7037,3.7065,10.1647,2.0484,2.0362,2.0178,2.047,2.0152,6.3291,12.6048,4.2662,4.18,4.1586,10.5403,2.1824,2.1246,2.0942,2.0777,2.0614,1.1517,0.2844,0.0417,0.085,0.0288,0.0787,1.278,1.3499,0.15,0.0267,0.0148,-107.92,25.8
BACTEF,82.92,0.28,174.31,2.52,6.38,7.98,28.6,19.3,12.8,600.83,-4.3552,-2.0275,2.31,2.01,-0.32,0.2,2.57,2.05,2.24,73.28,-0.3987,-0.2962,0.5535,0.1222,0.1819,2.6194,3.4628,1.3432,2.8693,2.1537,29.0952,5.4368,7.0849,8.3297,0.5959,0.289,0.5869,0.1962,0.4209,2.7611,0.9198,0.9552,1.0669,3.5673,3.2286,3.7381,3.7412,10.1483,2.0466,2.0336,2.0131,2.0451,2.0098,6.317,12.5494,4.2544,4.1739,4.121,10.5319,2.176,2.1255,2.0969,2.0872,2.0463,1.3822,0.2908,0.0253,0.0725,0.0302,0.1024,1.385,1.4603,0.076,0.0123,0.0087,-62.01,25.1
BACTIJ,84.6,-1.01,178.08,3.52,6.37,10.67,29.2,21.6,15.6,674.01,-4.2008,-1.8837,1.98,2.25,0.2,-0.26,2.59,2.17,2.19,72.88,-0.423,-0.3004,0.5922,0.1803,0.1239,2.5114,3.4884,1.3602,2.1469,2.8432,29.096,5.4842,8.3411,7.0747,0.5305,0.2196,0.6811,0.4409,0.226,2.7633,0.9294,0.9414,1.0776,3.5538,3.197,3.7161,3.7618,10.1545,2.0503,2.0317,2.0132,2.0495,2.0099,6.313,12.5474,4.2551,4.165,4.1273,10.5623,2.1772,2.1228,2.1008,2.0971,2.0644,1.4672,0.0777,0.0129,0.0281,0.0089,0.0209,1.1605,1.3825,0.2927,0.0257,0.0299,-80.08,27.7
BADQEF,83.85,15.87,204,2.3,6.77,5.52,42.4,33,17,591.28,-3.8615,-0.9915,2.46,2.05,-0.24,-0.12,2.63,2.31,2.19,71.4,-0.6088,-0.2925,0.548,0.2371,0.2101,2.6416,3.3218,1.3533,1.8613,3.0211,29.1716,5.4105,16.6313,7.0592,0.4735,0.1235,0.6652,0.4562,0.4083,2.7715,0.953,0.9475,1.0473,3.5583,3.3525,3.7207,3.6248,10.1711,2.0462,2.0416,2.0246,2.0408,2.0179,6.349,12.6236,4.2633,4.1857,4.1746,10.636,2.1977,2.1462,2.0982,2.0892,2.1047,3.2787,0.1815,0.0597,0.025,0.0391,0.0317,1.1504,1.2715,0.2199,0.0392,0.0327,-148.17,25.3
BALPUC,114.68,-7.72,209.68,1.7,12.05,6.23,38.5,29.9,18.1,741.35,-3.8011,-1.0244,2.01,2.12,-0.08,-0.18,2.66,2.25,2.18,73.76,-0.4292,-0.3013,0.5326,0.0363,0.1258,2.4212,3.5512,1.2844,1.9142,2.0252,28.9846,5.5096,8.5551,8.4518,0.4057,0.2077,0.731,0.4159,0.2566,2.7692,0.9349,0.9194,1.0971,3.5613,3.1553,3.7436,3.8215,10.1615,2.055,2.0273,2.0115,2.0565,2.0112,6.31,12.5509,4.246,4.1505,4.1544,10.5679,2.1659,2.1386,2.0828,2.0823,2.0983,1.4047,0.0719,0.0187,0.0195,0.0081,0.022,1.4555,1.4817,0.0731,0.0145,0.0083,-142.7,20.4
BANFIG,75.78,1.9,164.05,2.53,6.66,9.02,26.9,17,9.7,619.13,-4.0786,-2.8809,2.04,2.4,-0.05,-0.16,2.57,2.02,2.32,72.27,-0.3655,-0.2718,0.4702,0.1792,-0.052,2.6933,3.4733,1.2878,2.089,2.9214,29.072,5.4007,8.3999,7.4089,0.6338,0.3548,0.4822,0.3615,0.1792,2.7644,0.8938,0.941,1.0903,3.5956,3.1926,3.7559,3.8232,10.1422,2.0507,2.023,2.0098,2.0509,2.0078,6.3263,12.5855,4.2592,4.2056,4.1206,10.4533,2.183,2.1183,2.1177,2.0377,1.9966,1.4462,0.0757,0.0144,0.0246,0.009,0.0208,1.2509,1.2799,0.1849,0.0374,0.0252,-115.18,19.2
BAPHUV,84.25,12.19,180.86,1.1,9.6,10.1,30.9,20.4,11.2,673.17,-3.8783,-1.594,1.99,2.08,-0.09,-0.17,2.57,2.25,2.2,70.68,-0.4551,-0.2921,0.5603,0.1641,0.0448,2.4257,3.3835,1.3301,2.0868,1.9529,29.038,5.4497,8.3343,8.5017,0.5251,0.1835,0.6391,0.33,0.3456,2.7667,0.9948,0.9351,1.0144,3.5519,3.4606,3.7374,3.5006,10.1632,2.0333,2.0455,2.0262,2.0302,2.028,6.3167,12.5789,4.2581,4.1753,4.1454,10.5591,2.1516,2.1289,2.0957,2.1004,2.0825,1.4372,0.0769,0.0169,0.0248,0.0091,0.0224,1.4772,1.4183,0.0694,0.0165,0.0083,-172.24,18.8
BAPREQ,80.56,2.15,186.5,2.19,6.81,6.68,34.4,26.4,14.4,587.67,-4.1591,-1.6348,2.07,2.09,-0.03,-0.09,2.6,2.24,2.2,71.6,-0.4757,-0.2884,0.5807,0.0872,-0.0251,2.7,3.4806,1.3607,2.8879,3.1353,29.1705,5.4714,7.0875,7.1563,0.5127,0.1502,0.6743,0.4278,0.3857,2.7689,0.9714,0.9414,1.0293,3.558,3.4163,3.7062,3.5574,10.1573,2.0387,2.0409,2.0265,2.0327,2.0186,6.3174,12.6121,4.2589,4.1862,4.167,10.5458,2.1733,2.143,2.1026,2.0616,2.0652,1.3455,0.2711,0.0203,0.081,0.0258,0.0862,1.139,1.3001,0.2461,0.0371,0.0275,-136.58,20.3
BAZZUZ,78.54,6.57,210.31,1.99,7.27,8.05,39.1,29.9,18,660.67,-4.1983,-1.6473,2.07,2.1,-0.09,-0.1,2.62,2.01,2.3,74.65,-0.4055,-0.2811,0.4636,0.1649,0.1591,3.0634,3.347,1.3251,2.0727,2.8555,29.2392,5.3357,8.338,7.1607,0.5744,0.3159,0.5401,0.2807,0.4753,2.7652,1.0405,0.9511,0.9341,3.5998,3.6666,3.7191,3.3853,10.1458,2.024,2.0386,2.0279,2.016,2.0393,6.3175,12.5885,4.2431,4.2015,4.1439,10.4991,2.1127,2.1198,2.1037,2.0855,2.0774,1.3795,0.0739,0.0175,0.0076,0.0237,0.0056,1.2128,1.2481,0.2125,0.0318,0.053,-142.03,21.3
BECWAJ,75.26,4.15,200.74,2.35,5.75,9.02,31.6,23.2,13.3,614.98,-4.2884,-1.7096,2.11,2.29,-0.12,-0.16,2.64,2.05,2.24,75.64,-0.398,-0.299,0.5052,0.1755,0.1634,2.6602,3.5536,1.3292,2.0683,2.9338,29.1288,5.5007,8.4025,7.1472,0.5683,0.3138,0.5957,0.3233,0.2136,2.7669,1.0286,0.982,0.9472,3.5884,3.7161,3.7521,3.2606,10.1548,2.0163,2.0529,2.0322,2.016,2.0375,6.316,12.5898,4.2568,4.1623,4.1707,10.492,2.0447,2.1211,2.1733,2.0576,2.0953,1.4394,0.0737,0.0118,0.0197,0.0101,0.0172,1.082,1.1108,0.2921,0.0548,0.0605,-82.21,13.6
BEGRUA,88.74,-20.6,179.26,1.72,8.92,10.08,30.1,19.4,12.2,722.87,-4.1196,-2.0587,2.12,2.2,1.17,-0.31,2.58,2.22,2.19,71.67,-0.4257,-0.2952,0.6174,0.1536,0.1214,2.3953,3.4426,1.3646,2.0964,3.0054,29.0874,5.4567,8.3768,7.0479,0.5229,0.1814,0.7042,0.3115,0.2347,2.7643,0.9463,0.9244,1.077,3.551,3.2309,3.7026,3.7208,10.1525,2.046,2.0337,2.0167,2.044,2.0121,6.3144,12.5429,4.249,4.1598,4.1342,10.568,2.1745,2.1159,2.108,2.0992,2.0703,1.4821,0.0727,0.0098,0.0266,0.0086,0.0189,1.0531,1.3479,0.3062,0.0248,0.0257,-98.89,30.9
BEGSEL,88.65,-20.37,178.84,1.7,11.46,10.43,30,19.3,11.2,876.27,-4.1174,-2.069,2.23,2.11,-0.33,1.18,2.58,2.16,2.2,72.68,-0.4183,-0.2973,0.6052,0.1213,0.1599,2.4504,3.4434,1.3574,2.9952,2.1102,29.0981,5.4388,7.0516,8.3617,0.5346,0.2234,0.6813,0.2195,0.3183,2.7617,0.9168,0.9303,1.1006,3.5555,3.0998,3.7276,3.8368,10.1505,2.045,2.022,2.0106,2.0621,2.0109,6.3115,12.5425,4.2402,4.1756,4.1267,10.564,2.1786,2.1095,2.1022,2.0854,2.0882,1.3644,0.3052,0.0273,0.0841,0.0348,0.0903,1.3987,1.4717,0.0733,0.0119,0.0088,-60.09,32.5
