Identifier,Index,Chemical Name,Structure File,Coord Atoms,Freq,rmsd
HOTTOA,1,"4-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydro-7-quinolinyl)-2-methylpiperazin-1-ium chloride",HOTTOA.mol,"[6, 7]",1,0.749601726
VUCSOB,1,"3-Azido-4-(5-t-butyloxy-4-diazo-3,5-dioxypentyl)-azacyclobutan-2-one",VUCSOB.mol,"[17, 15]",1,0.749606831
SAMYUB,1,"1-(N,N-Dimethylcarboxamidinium)-1H-1,2,3-benzotriazole chloride",SAMYUB.mol,"[2, 10]",1,0.749623663
DIYKEB,1,Allo-desacetyl confertiflorin,DIYKEB.mol,"[0, 3]",1,0.749638878
EVIWIQ,1,2-Hydroxy-N-(2-hydroxyethyl)benzamide,EVIWIQ.mol,"[0, 1]",1,0.749658906
KITVAL,1,8-Phenoxy-7-hydroxy-6H-benzo(c)chromen-6-one,KITVAL.mol,"[2, 1]",1,0.749674256
YEQHAD,1,"2-(2-(Ethoxycarbonyl)-1,2-dihydroxyethyl)-3-methoxypyridine N-oxide",YEQHAD.mol,"[3, 4]",1,0.749686227
VEHWIO,1,"(+)-(2R,3S,4R)-3-(Dimethylphenylsilyl)-4-((E)-(1R)-1-hydroxybut-2-en-1-yl)-2-(hydroxymethyl)-5-pyrrolidinone",VEHWIO.mol,"[4, 13]",1,0.749737585
AZECIR,1,"Diammonium 5-nitramino-1,2,4-tetrazoldiide",AZECIR.mol,"[1, 6]",1,0.74974044
JADSAJ,1,"1-Methyl-1,3a,4,11c-tetrahydro-3H-benzo(f)furo(3,4-c)chromen-3,4-dione",JADSAJ.mol,"[1, 2]",1,0.749743011
ETAZAB,1,"Melaminium 2,4-dihydroxybenzoate dihydrate",ETAZAB.mol,"[0, 3]",1,0.749752327
ZIFZAR,1,7-(Diethylamino)-3-(((2-hydroxy-1-naphthyl)methylene)carbohydrazonoyl)-2H-chromen-2-one,ZIFZAR.mol,"[2, 3]",1,0.749752991
JUVKES,1,"3'-methyl-3'H-spiro[indene-1,2'-naphtho[1,8-de][1,3]thiazine]-2,3-dione",JUVKES.mol,"[2, 3]",1,0.749778916
JUMHEH,1,"1-(5-hydroxy-6'-methyl-3,4-dihydrospiro[[1]benzopyran-2,2'-oxan]-6-yl)ethan-1-one",JUMHEH.mol,"[4, 2]",1,0.749782808
OCOCAL,1,(17S)-cortistatin A,OCOCAL.mol,"[1, 2]",1,0.749784598
LIDQAR,1,5-fluoro-1-(β-D-ribofuranosyl)indole,LIDQAR.mol,"[3, 4]",1,0.749792798
RUVLIE,1,"2-(2,4-Dihydroxyphenyl)-5-((4-fluorophenyl)amino)-1,3,4-thiadiazol-3-ium chloride monohydrate",RUVLIE.mol,"[2, 3]",1,0.749804203
XUMXEI,1,"5-Amino-2,7-bis(ethylamino)-1,2,4-triazolo(1,5-a)(1,3,5)triazine",XUMXEI.mol,"[2, 18]",1,0.749809704
URECUQ,1,3-((E)-[1-(2-Hydroxyphenyl)ethylidene]amino)-1-(2-methylphenyl)thiourea,URECUQ.mol,"[3, 1]",1,0.749824799
WACYEG,1,1-(1-Hydroxy-8-methyl-9H-carbazol-2-yl)ethanone,WACYEG.mol,"[1, 0]",1,0.749825496
VAWLUC,1,"Tetramethyl 3,3'-furan-2,5-diylbis(6-hydroxyphthalate)",VAWLUC.mol,"[2, 1]",1,0.749846378
QAGNOF,1,2-azido-N-(4-nitrophenyl)acetamide,QAGNOF.mol,"[2, 7]",1,0.749860362
JIGHAI,1,"Ethyl 4-oxo-1,2,3,4-tetrahydrocinnoline-2-acetate",JIGHAI.mol,"[1, 3]",1,0.749872212
OSIVUJ,1,"4-((2,4-dimethoxy-3,6-dimethylbenzoyl)oxy)-2-hydroxy-3,6-dimethylbenzoic acid",OSIVUJ.mol,"[2, 6]",1,0.749875935
LOCCOW,1,"Ethyl 6-ethoxycarbonylmethyl-4-(2-hydroxyphenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",LOCCOW.mol,"[4, 20]",1,0.749877516
ABOQOA,1,"2,2-difluoroethyl 5-oxoprolinate",ABOQOA.mol,"[5, 3]",1,0.74987892
ZOGCIK,1,"1-(2,4-dihydroxy-3-methylphenyl)-2-[5-(1-hydroxyethyl)oxolan-2-yl]ethan-1-one",ZOGCIK.mol,"[5, 0]",1,0.74989264
QOCWOW,1,"4,4-Dimethyl-2-(3-methylphenyl)-2,4-dihydropyrrolo[2,3,4-kl]acridine-1,5-dione",QOCWOW.mol,"[0, 3]",1,0.749910396
DEFXUH,1,9-(2-Hydroxyethyl)-guanine,DEFXUH.mol,"[8, 7]",1,0.749917825
EYAWUX,1,"4-(3,3-Dimethyl-3H-indol-2-yl)-1H-pyrazole-1-carbothiohydrazide",EYAWUX.mol,"[2, 4]",1,0.749970211
OKUXUN,1,"2-(4,4,5,5-tetramethyl-3-oxy-4,5-dihydro-1H-imidazol-2-yl)-pyridin-3-ol",OKUXUN.mol,"[24, 20]",1,0.749978212
SAQYOX,1,"5,10-Dihydroxy-2,2-dimethylpyrano(3,2-b)xanthen-6(2H)-one",SAQYOX.mol,"[2, 3]",1,0.749990167
PUTNEX01,1,"5,5,9-Trimethyl-14-hydroxy-14-hydroxymethyl-tetracyclo(11.2.1.01,10.04,9) hexadecane hemihydrate",PUTNEX01.mol,"[0, 2]",1,0.74999676
BAQVOH,1,"2-(3-(4-(trifluoromethyl)phenyl)-1H-1,2,4-triazol-5-yl)aniline",BAQVOH.mol,"[6, 7]",1,0.750043476
AYINAZ,1,8-aminoquinolin-1-ium 1-hydroxy-2-naphthoate,AYINAZ.mol,"[2, 1]",1,0.750061323
BEJLUX,1,"1,3-Dimethyl-4',5'-diphenylimidazolidine-2-spiro-3'(3'H)-1',2'-dithiole-4,5-dione",BEJLUX.mol,"[4, 5]",1,0.750133493
IWUQUO,1,"3-butyl-4-(diphenylmethylene)-8a-hydroxy-4a,6,7,8a-tetrahydro-4H-1,2-benzoxazin-8(5H)-one",IWUQUO.mol,"[0, 1]",1,0.750138625
CABWEK,1,"1-(2-(8-acetyl-4,7-dihydroxy-1,4-dimethyl-1,2,3,4-tetrahydrodibenzo[b,d]furan-1-yl)-6-hydroxy-1-benzofuran-5-yl)ethanone",CABWEK.mol,"[3, 4]",1,0.750144973
YALFAV,1,"diethyl (6-methyl-4-oxo-3,4-dihydropyrimidin-2(1H)-ylidene)malonate",YALFAV.mol,"[0, 1]",1,0.750195106
JODKUJ,1,Pyridinium (hydrogen bis(rac-3-benzoyl-2-methylpropionate)),JODKUJ.mol,"[25, 22]",1,0.750225536
MECXAV,1,"trans-N-(2,6-Dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)acetamide",MECXAV.mol,"[18, 0]",1,0.75023451
QIMLEG,1,"7-(2,4-dihydroxyphenyl)-4,7-dioxoheptanoic acid",QIMLEG.mol,"[4, 5]",1,0.750258288
JARCIR,1,"butyl 5-(difluoromethyl)-4,5-dihydro-1H-pyrazole-3-carboxylate",JARCIR.mol,"[4, 2]",1,0.750269159
USIWEZ,1,"3a,8a-Dihydroxy-1,3,3a,8a-tetrahydroindeno[1,2-d]imidazole-2,8-dione",USIWEZ.mol,"[3, 1]",1,0.750272175
HULGIE01,1,"1,1'-(pyridine-2,6-diylbis(methylene))bis(1H-benzotriazole)",HULGIE01.mol,"[0, 13]",1,0.750275019
ZECFAQ,1,"4a-Hydroxy-1,1,2a-trimethyldecahydro-5H-cyclopenta[cd]inden-5-one",ZECFAQ.mol,"[37, 35]",1,0.750283647
YUFHUF,1,"3,4-dinitro-1H-pyrazole-5-carboxylic acid monohydrate",YUFHUF.mol,"[0, 7]",1,0.750300517
LEYPEL,1,"8-(2-methylphenyl)-2,6,7,8-tetrahydroimidazo(2,1-c)(1,2,4)triazine-3,4-dione",LEYPEL.mol,"[4, 6]",1,0.750350795
CABKIB,1,"(2S,3S)-3-(1-Adamantyl)-3-aminopropane-1,2-diol hydrochloride monohydrate",CABKIB.mol,"[0, 9]",1,0.750371642
COXHII,1,"3,10-diphenylpentacyclo[11.2.2.02,11.02,12.04,9]heptadeca-4,6,8,14-tetraene-3,10-diol",COXHII.mol,"[53, 55]",1,0.750386302
ZOJREY,1,N'-[(3-ethoxy-4-hydroxyphenyl)methylidene]-2-hydroxybenzohydrazide,ZOJREY.mol,"[6, 0]",1,0.750431759
XAMMEF,1,"6-(2-Hydroxyphenyl)-2-phenyl-1,2-dihydro-3H-pyrazolo[3,4-b]pyridin-3-one",XAMMEF.mol,"[2, 4]",1,0.750433734
BIBMOQ,1,"4,4'-(1,4-Diphenylbuta-1,3-diene-1,4-diyl)dibenzoic acid tetrahydrofuran solvate",BIBMOQ.mol,"[0, 2]",1,0.750437864
LERWOX,1,"methyl (1-((2,4-dinitrophenyl)amino)-2-hydroxy-3-oxo-5-propyl-2,3-dihydro-1H-pyrrol-2-yl)acetate",LERWOX.mol,"[0, 1]",1,0.750448418
TIHRIM,1,5-Acetyl-4-amino-2-benzylsulfanyl-6-methylnicotinonitrile,TIHRIM.mol,"[5, 6]",1,0.750453019
HAHGAA,1,3-Ethoxy-2-hydroxybenzaldehyde oxime,HAHGAA.mol,"[4, 0]",1,0.750455269
CUVPOA,1,"Ethyl 3-hydroxy-5,7-dinitro-2-naphthoate",CUVPOA.mol,"[2, 1]",1,0.750463922
AMAYAQ,1,"2,3,14,20-tetrahydroxypregn-7-en-6-one monohydrate",AMAYAQ.mol,"[21, 22]",1,0.750479018
FIHDEH,1,"1,3-Dimesityl-2-(phenylphosphinidene)imidazolidine-4,5-dione",FIHDEH.mol,"[2, 5]",1,0.750512526
MASREE,1,Methyl (((2-hydroxyphenyl)methylene)amino)(phenyl)acetate,MASREE.mol,"[20, 24]",1,0.75051999
MOFHEV,1,"Dimethyl (Z)-3-benzoyl-2-(4-(dimethylamino)pyridinium)but-2-ene-1,4-dioate trifluoromethanesulfonate",MOFHEV.mol,"[0, 7]",1,0.750522292
ZAFXIR,1,"4-amino-N'-[(2,4-dihydroxyphenyl)methylidene]benzohydrazide methanol solvate",ZAFXIR.mol,"[5, 2]",1,0.750533743
KEKFIS,1,"6-acetyl-5-hydroxy-8-[(4-methylphenyl)methyl]-5,6,7,8-tetrahydro-9H-5,8-methanobenzo[7]annulene-9,10-dione",KEKFIS.mol,"[3, 1]",1,0.750549044
JESGET,1,5-Hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4-chromanone,JESGET.mol,"[1, 2]",1,0.750566946
AZIJAW,1,"3-methyl-1-(5-methylpyrimidin-2-yl)-2-oxo-2,3-dihydro-1H-indol-3-yl acetate",AZIJAW.mol,"[33, 34]",1,0.750573697
TUPJOE,1,"3,7,9-Trihydroxy-1-methyl-6H-benzo[c]chromen-6-one",TUPJOE.mol,"[2, 1]",1,0.750590353
JABNEJ,1,"methyl 1,2,8-trihydroxy-3-methoxy-9-oxo-2,3,4,9-tetrahydro-1H-xanthene-1-carboxylate",JABNEJ.mol,"[3, 1]",1,0.750594616
BAGPOQ,1,"(3-guaiazulenyl)(3,4-dihydroxyphenyl)methylium hexafluorophosphate",BAGPOQ.mol,"[0, 1]",1,0.750604987
EDIQIU,1,"N'-(4,6-di-t-butyl-2,3-dihydroxybenzylidene)benzohydrazide",EDIQIU.mol,"[5, 4]",1,0.750637454
PECPOE,1,"(E)-3-(3,5-Dimethoxyphenyl)-1-(1-hydroxynaphthalen-2-yl)prop-2-en-1-one",PECPOE.mol,"[1, 27]",1,0.750668344
IGOGIW,1,"2-amino-4,6-dimethoxypyrimidin-1-ium 3-hydroxy-2-naphthoate",IGOGIW.mol,"[0, 2]",1,0.750678951
PIPMDC11,1,"8-Ethyl-5,8-dihydro-5-oxo-2-(1-piperazinyl)-pyrido(2,3-d)pyrimidine-6-carboxylic acid trihydrate",PIPMDC11.mol,"[19, 11]",1,0.750690268
BENRIY,1,"(R)-2-acetyl-3,7,9-trihydroxy-8,9b-dimethyl-6-(2-phenyl-1,3-thiazol-4-yl)dibenzo[b,d]furan-1(9bH)-one (R)-7,9-dihydroxy-2-(1-hydroxyethylidene)-8,9b-dimethyl-6-(2-phenyl-1,3-thiazol-4-yl)dibenzo[b,d]furan-1,3(2H,9bH)-dione",BENRIY.mol,"[10, 7]",1,0.750696247
JUZVAE,1,1-(ethoxycarbonyl)-3-(5-fluoro-2-hydroxybenzoyl)quinolizin-5-ium perchlorate,JUZVAE.mol,"[1, 4]",1,0.750728707
SOBNUT,1,5-Benzyloxy-2-hydroxy-4-methylacetophenone,SOBNUT.mol,"[2, 0]",1,0.75075539
DOVTUF,1,N'-(2-hydroxybenzylidene)-2-phenylacetohydrazide,DOVTUF.mol,"[0, 5]",1,0.750782329
EGELIL,1,2-(2-Hydroxy-1-methyl-1-(hydroxymethyl)-2-phenylethyl)cyclohexanol,EGELIL.mol,"[0, 1]",1,0.750789393
ZISPUO01,1,"2,2'-(hydrazine-1,2-diylidenedimethylylidene)bis(4-methoxyphenol)",ZISPUO01.mol,"[2, 0]",1,0.750825932
FETWUW,1,"3,4-Dihydroxybenzohydroxamic acid monohydrate",FETWUW.mol,"[5, 3]",1,0.750838954
IGOYEK,1,"dimethyl 5-(2-hydroxybenzoyl)-1,2-oxazole-3,4-dicarboxylate",IGOYEK.mol,"[1, 0]",1,0.750857075
TIJJOL,1,"6-carboxy-5-carboxylatopyrazine-2,3-diyldi-2-pyridinium hexafluorophosphate trihydrate",TIJJOL.mol,"[0, 3]",1,0.750878924
EVIGIZ,1,"Indan-1,2-dione 2-oxime",EVIGIZ.mol,"[18, 15]",1,0.750883386
YAHYIS,1,"tetra-n-butylammonium fluoride bis(1,3-bis(4-fluorophenyl)urea)",YAHYIS.mol,"[2, 10]",1,0.750913458
YONVOO,1,"1,3a-Dihydroxy-7-(2-hydroxypropan-2-yl)-6,6-dimethyl-2-(3-methylbutanoyl)-5a,6,7,8-tetrahydrocyclopenta[c]pentalene-3,4(3aH,5H)-dione",YONVOO.mol,"[2, 3]",1,0.75091541
SIRDUV,1,"2,3,4-trihydroxy-3,4,4a,5-tetrahydro-9H-[1,3]dioxolo[4,5-j]phenanthridin-6(2H)-one monohydrate",SIRDUV.mol,"[9, 5]",1,0.750923915
POFLUS,1,2-Hydroxy-N'-((2-methoxynaphthyl)methylene)benzohydrazide,POFLUS.mol,"[4, 1]",1,0.750965128
NESYEQ,1,"Diethyl 2,3-bis(3,4-dihydroxybenzoyl)succinate methanol solvate",NESYEQ.mol,"[22, 20]",1,0.750971563
EWIREJ,1,"8,9b-dihydroxy-4a-methoxy-3-phenyl-4a,9b-dihydrodibenzo[b,d]furan-1,4-dione",EWIREJ.mol,"[6, 0]",1,0.750972476
TEKWIP,1,"Diethyl 2,5-dihydroxyterephthalate",TEKWIP.mol,"[0, 1]",1,0.751000022
DEWPAX,1,"6β,7β,8α,10-tetrahydroxy-cis-2-oxabicyclo(4.3.0)nonan-3-one",DEWPAX.mol,"[0, 8]",1,0.75100389
ZOLXIH,1,6-Amino-7-carbamoyl-1-cyano-4-hydroxy-8-methyl-2-oxo-3-azabicyclo(3.2.1)oct-6-ene,ZOLXIH.mol,"[0, 6]",1,0.751014837
JOSWAS,1,"3,3-dibutyl-8-methoxy-7-[(4-methylpyridin-2-yl)amino]-2,3-dihydro-1,5-benzothiazepin-4(5H)-one",JOSWAS.mol,"[16, 9]",1,0.751017731
BEKVIW,1,2-Acetylamino-1-hydroxyfluorene,BEKVIW.mol,"[16, 1]",1,0.751035911
GULTIQ,1,Heptyl-α-D-glucopyranoside,GULTIQ.mol,"[3, 1]",1,0.75106716
CEPMUG,1,"(2R,3R)-3,5,7-Trihydroxy-2-(2-hydroxyphenyl)-6-methoxy-8-(3-methylbut-2-enyl)-4H-1-benzopyran-4-one monohydrate",CEPMUG.mol,"[1, 3]",1,0.751087777
BOXDOJ,1,Di-potassium dihydrogen oxyphosphonatoacetate dihydrate,BOXDOJ.mol,"[8, 6]",1,0.751106026
HISBOB,1,"6,7-Dihydroxy-4-methylcoumarin",HISBOB.mol,"[4, 2]",1,0.751107568
WIXHUG,1,"(1S,5R,6S,8S)-8-Hydroxy-1-hydroxymethyl-6-(thymin-2-yl)-3,7-dioxabicyclo(3.2.1)octane",WIXHUG.mol,"[16, 17]",1,0.751125245
PAZDPY,1,4-Phenyl-3-azidopyrazole,PAZDPY.mol,"[17, 19]",1,0.751140906
EKUYUH,1,"3-(3-methoxyphenyl)-5-(3-methylthiophen-2-yl)-4,5-dihydro-1H-pyrazole-1-carboxamide",EKUYUH.mol,"[5, 2]",1,0.751165334
VERMEK,1,Heptyl 1-thio-α-D-glucopyranoside,VERMEK.mol,"[2, 1]",1,0.75120275
LEPMID,1,"1,3,5-tris(2-Hydroxyethyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione",LEPMID.mol,"[15, 3]",1,0.751207623
QOSCAC,1,"9-(Tri-isopropylsilyl)-13-oxatetracyclo(5.3.3.04,11.08,11)trideca-3,8-diene-2,10-dione",QOSCAC.mol,"[2, 3]",1,0.751226484
EFISIV,1,"2-methyl-1-butyl 3-[4-(3,4,5-trihydroxybenzoyloxy)-3-methoxyphenyl]-2-propenoate methanol solvate",EFISIV.mol,"[0, 1]",1,0.751244756
TUKXAA,1,1-(2-(4-fluorophenyl)-2-oxoethyl)-3-hydroxy-4-(hydroxycarbonoimidoyl)-5-(hydroxymethyl)-2-methylpyridinium bromide,TUKXAA.mol,"[2, 3]",1,0.751246326
NUMSUK,1,"9-((S)-1,2-Dihydroxypropan-2-yl)-4β-hydroxy-3a,5b-dimethyl-1a,1b,3a,3b,4,4a,5a,5b-octahydro-3H,7H-oxireno[5,6][2]benzofuro[7,1-fg]oxireno[i]isochromene-3,7-dione methanol solvate",NUMSUK.mol,"[0, 2]",1,0.751250585
OXOPUN,1,"5-(2-Hydroxyphenyl)-1,3,4-oxadiazole-2(3H)-thione monohydrate",OXOPUN.mol,"[4, 2]",1,0.751277022
KUGVEP,1,"N,N'-dihydroxyacenaphthylene-1,2-diimine",KUGVEP.mol,"[18, 19]",1,0.751331273
TAPDAS01,1,"3-(4,5-bis(pyridin-2-yl)-4H-1,2,4-triazol-3-yl)acrylic acid",TAPDAS01.mol,"[16, 20]",1,0.751333034
ZEVPOH,1,"2-Amino-9-isopropyl-1,9-dihydro-6H-purin-6-one chloroform solvate",ZEVPOH.mol,"[22, 24]",1,0.751344253
POJQEK,1,N-Methylpyrrole-2-carboxylic acid triphenylphosphine oxide,POJQEK.mol,"[8, 6]",1,0.751349708
YIFJAZ,1,N-(p-tolylmethylidene)-1-(p-tolylmethylideneamino)-5-oxo-2-(2-thienyl)pyrrolidine-3-carbohydrazide,YIFJAZ.mol,"[3, 2]",1,0.751350464
ZINDOR,1,2-(Dimethylamino)-N-(1-oxo-3-phenyl-1-(2-(phenylcarbamothioyl)hydrazino)propan-2-yl)acetamide,ZINDOR.mol,"[7, 2]",1,0.751359855
FEXTIO,1,"1-(2,6-dihydroxy-3,4-dimethoxy-5-methylphenyl)-3-phenylpropan-1-one",FEXTIO.mol,"[6, 4]",1,0.751400427
XOTCEQ,1,"methyl azido(1-benzyl-5-butyl-1H-1,2,3-triazol-4-yl)phenylacetate",XOTCEQ.mol,"[0, 6]",1,0.751407278
LORHOP,1,"3-(Methoxycarbonyl)-5,6-(propane-2,2-dioxy)bicyclo(2.2.1)hept-2-ene-2-carboxylic acid",LORHOP.mol,"[9, 11]",1,0.751412265
KOKYEQ,1,"cyclohexyl 4-methyl-5-(4-methylphenyl)-1-(pyridin-2-yl)-4,5-dihydro-1H-1,2,3-triazole-4-carboxylate",KOKYEQ.mol,"[2, 7]",1,0.751413129
MEVNIK,1,2-Pyridineformamide 3-piperidylthiosemicarbazone,MEVNIK.mol,"[3, 5]",1,0.751416872
YOFFEE,1,"α-1-Deoxy-1-allyl-4,6-O-(2,3-dihydro-2-benzofurano-1,1-ylidene)glucopyranose",YOFFEE.mol,"[4, 5]",1,0.751433187
DORKAX,1,(+)-Varitriol,DORKAX.mol,"[33, 35]",1,0.751434639
SIQGUU,1,"17-Methyl-3α,16β,18-trihydroxyaphidicolane",SIQGUU.mol,"[0, 1]",1,0.751444552
IKAGAE,1,N'-(4-Hydroxy-3-nitrobenzylidene)-4-methylbenzohydrazide methanol solvate,IKAGAE.mol,"[1, 3]",1,0.75146463
EBOVEX,1,"9-(hydroxymethyl)octahydro-2H-quinolizine-2,3-diol",EBOVEX.mol,"[0, 1]",1,0.751468744
PIZSOJ,1,"7-acetyl-4a,6a-dimethyl-1,4a,4b,5,6,6a,7,8,9,12a-decahydroindeno[1,7a-a]naphthalene-10,12(4H,11H)-dione",PIZSOJ.mol,"[20, 4]",1,0.751501872
SIVDAE,1,"2,7-bis(2-isothiocyanatoethyl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetrone",SIVDAE.mol,"[22, 24]",1,0.751515737
VUNTON,1,"4-Amino-1,7-diethyl-6-methylpyrazino(2,3-c)(1,2,6)thiadiazine 2,2-dioxide",VUNTON.mol,"[6, 12]",1,0.751516695
KIZKUA,1,"(R)-5-Methylpiperazine-2,3-dione",KIZKUA.mol,"[0, 1]",1,0.751526306
VUGFAH,1,"N1,N1,4-trimethyl-N2-(2-methylphenanthridin-4-yl)benzene-1,2-diamine",VUGFAH.mol,"[45, 24]",1,0.751540031
JAMQOG,1,(((amino(phenyl)methylene)amino)oxy)(dimethylamino)methaniminium trifluoromethanesulfonate,JAMQOG.mol,"[8, 10]",1,0.751554843
CBUDCX,1,"Cyclobut-1-ene-1,2-dicarboxylic acid",CBUDCX.mol,"[12, 14]",1,0.751565516
NEQTEJ,1,"2-(2-hydroxyethyl)isoindoline-1,3-dione",NEQTEJ.mol,"[1, 2]",1,0.751569045
ELUFUN,1,"3-(2-Cyclohexylidenehydrazino)-6-(3,5-dimethyl-1H-pyrazol-1-yl)-1,2,4,5-tetrazine",ELUFUN.mol,"[1, 4]",1,0.751578389
COKZEH,1,"4,5-Dihydro-4-((4-methylphenylcarbamoyl)-phenyl-methylene)-5-phenoxy-5-phenyl-furan-2,3-dione",COKZEH.mol,"[3, 2]",1,0.751600715
IDAYOC,1,(2-Hydroxy-5-methylphenyl)(4-methylphenyl)methanone,IDAYOC.mol,"[1, 0]",1,0.751613
OYEWUL01,1,(E)-4-(((2-Fluoroethyl)imino)methyl)-5-(hydroxymethyl)-2-methylpyridin-3-ol,OYEWUL01.mol,"[4, 1]",1,0.751613473
MEBTOE,1,"Methyl 7-oxo-1-phenyl-1,4,5,7-tetrahydrothiopyrano[3,4-c]pyrazole-3-carboxylate",MEBTOE.mol,"[12, 15]",1,0.751621727
NUCKUR,1,"endo-4,6-Di-t-butyl-1-(3-phenylallylidene)-3a,4,7,7a-tetrahydro-1H-4,7-ethanoindene-8,9-dione",NUCKUR.mol,"[0, 1]",1,0.751639038
XUQNII,1,"7,10-dihydroxy-8-methoxy-1a,5-dimethyl-1a,3,6,11a-tetrahydrobenzo[4,5]cyclodeca[1,2-b]oxiren-11(2H)-one",XUQNII.mol,"[4, 36]",1,0.751656318
LUGHED,1,2-hydroxy-4-(methylsulfanyl)butanoic acid,LUGHED.mol,"[1, 3]",1,0.751671119
XIKYEX,1,"2-((N-(1,3-benzothiazol-2(3H)-ylidene)propanehydrazonoyl)diazenyl)phenol acetone solvate",XIKYEX.mol,"[2, 1]",1,0.751680604
XUMXAE,1,"1-Methyl-2,3,6,7-tetrahydro-8H-cyclopenta(d)imidazo-(2',1':3,4)(1,2,4)triazolo(1,5-a)pyrimidine-9(1H)-one",XUMXAE.mol,"[24, 0]",1,0.75168094
FERYOR,1,"1-(2,4,6-Trihydroxyphenyl)butan-1-one trans-1,2-bis(4-pyridyl)ethene",FERYOR.mol,"[4, 5]",1,0.751694552
VABQIA,1,"6α-Hydroxy-5,6-dihydrosalviasperanol",VABQIA.mol,"[5, 3]",1,0.751726012
HORFID,1,"3,4-Diphenyl-6-methyl-1-propargylaminoimidazo[1,5-b]pyridazine",HORFID.mol,"[3, 10]",1,0.751737258
ROTPIB,1,"1,5-dihydroxy-3,4-dimethoxy-2-methyl-9,10-anthraquinone",ROTPIB.mol,"[0, 1]",1,0.751758936
FEPVON,1,"hexakis([1,2,5]Oxadiazolo)[3,4-c:3',4'-e:3'',4''-g:3''',4'''-k:3'''',4''''-m:3''''',4'''''-o][1,2,9,10]tetra-azacyclohexadecine",FEPVON.mol,"[10, 13]",1,0.751763015
RIDSEE,1,"2-(5,6-Dihydro[1,3]dithiolo[4,5-b][1,4]dithiin-2-ylidene)-N-(3,4-dihydroxyphenyl)-1,3-dithiole-4-carboxamide acetonitrile solvate",RIDSEE.mol,"[25, 26]",1,0.751768501
ADOTUJ,1,3-Phenylamino-2-(4-methylphenyldiazenyl)cyclopent-2-en-1-one,ADOTUJ.mol,"[2, 0]",1,0.751781392
XODDIF,1,"Ethyl (6-butyl-7-oxo-6,7-dihydro-5H-pyrrolo[3,4-b]pyridin-5-ylidene)acetate",XODDIF.mol,"[1, 35]",1,0.751789941
PAZGUV,1,2-((4-methylphenyl)diazenyl)-1-((2-((4-methylphenyl)diazenyl)-1H-imidazol-1-yl)methyl)-1H-imidazole,PAZGUV.mol,"[44, 41]",1,0.75184959
USOMOF,1,(R)-1-(1-Naphthyl)ethanaminium 2-hydroxy-4-phenyl-2-(trifluoromethyl)but-3-ynoate dichloromethane solvate,USOMOF.mol,"[20, 21]",1,0.751853282
NIJGET,1,4-Methylsulfanyl-2-oxo-6-phenylpyridine-3-carboxylic acid,NIJGET.mol,"[3, 5]",1,0.75186257
YILYUP,1,2-(Hydroxy(1-(phenylsulfonyl)-1H-indol-3-yl)methyl)cyclohexanone,YILYUP.mol,"[5, 3]",1,0.751869439
MUCHUO,1,3-Acetyl-4-hydroxyphenyl acrylate,MUCHUO.mol,"[21, 22]",1,0.751875032
DAHLIH,1,Methyl 2-azido-2-desoxy-β-D-galactopyranoside,DAHLIH.mol,"[12, 13]",1,0.751899044
FOHLEU,1,"2-(2,4-Dihydroxybenzoyl)benzoic acid",FOHLEU.mol,"[3, 4]",1,0.751902841
MEPXAG,1,N-(4-pyridyl)-N'-phenylurea,MEPXAG.mol,"[6, 9]",1,0.751939606
WOJVEY,1,"ethyl 2-(2-(2-hydroxybenzylidene)hydrazino)-4-methyl-1,3-thiazole-5-carboxylate",WOJVEY.mol,"[1, 6]",1,0.751957875
HUZLIX,1,"5-((2-Hydroxyphenyl)methyleneamino)-1,3,4-thiadiazole-2(3H)-thione",HUZLIX.mol,"[3, 16]",1,0.751967071
ISEFAP,1,hydroxyammonium 5-(N'-hydroxycarbamimidoyl)-2H-tetrazol-2-olate,ISEFAP.mol,"[2, 4]",1,0.751975028
VODVIU,1,(+-)-5-t-Butyl-1-(3'-hydroxy-2'-methoxypropyl)azepan-2-one,VODVIU.mol,"[0, 2]",1,0.751987262
ZARBIF,1,"(3S)-14,16-Dihydroxy-3-methyl-3,4,5,6,9,10,11,12-octahydro-1H-2-benzoxacyclotetradecine-1,7(8H)-dione monohydrate",ZARBIF.mol,"[5, 1]",1,0.751998615
BIZYOA,1,2-hydroxy-4-methoxybenzoic acid dichloroacetic acid,BIZYOA.mol,"[3, 0]",1,0.752013468
SALXIO,1,Excoecarin V3 methanol solvate,SALXIO.mol,"[1, 0]",1,0.752017739
MIQSAH,1,erythro-Methyl 2-(benzyloxy)-2-(3-hydroxy-5-nitro-2-oxoindolin-3-yl)-2-phenylacetate,MIQSAH.mol,"[1, 4]",1,0.75202196
FIBBIE,1,"1-ethyl-6-fluoro-7-(4-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",FIBBIE.mol,"[0, 2]",1,0.752038874
