Ligand,Old Indexes,New Indexes,Deprotonation Type
BZOINN03,"[1, 3]","[1, 3]",Single Deprotonation
BZPPBA,"[2, 3]","[2, 3]",Single Deprotonation
CABARB10,"[19, 21]","[18, 20]",Single Deprotonation
TADCOU,"[1, 2]","[1, 2]",Single Deprotonation
TADGAH,"[8, 11]","[8, 11]",No Deprotonation
TADKOY,"[0, 1]","[0, 1]",No Deprotonation
TADPEV,"[0, 2]","[0, 1]",Double Deprotonation
TADQOE,"[14, 15]","[14, 15]",Single Deprotonation
TADTEY,"[2, 3]","[2, 3]",Single Deprotonation
TAFJIT,"[1, 2]","[1, 2]",Double Deprotonation
TAGSEZ,"[15, 16]","[15, 16]",Single Deprotonation
TAGVIG,"[8, 10]","[8, 10]",No Deprotonation
TAGXEH,"[3, 19]","[3, 19]",No Deprotonation
TAGXOR,"[5, 6]","[5, 6]",Single Deprotonation
TAHFUD,"[0, 2]","[0, 2]",Single Deprotonation
TAHFUG,"[3, 6]","[3, 6]",No Deprotonation
TAHHOC,"[4, 13]","[4, 12]",Single Deprotonation
TAHJAO,"[4, 27]","[4, 27]",Single Deprotonation
TAHJIV,"[18, 19]","[18, 19]",No Deprotonation
TAHMUN,"[16, 17]","[16, 17]",No Deprotonation
TAHRUS,"[0, 2]","[0, 1]",Single Deprotonation
TAHXIM,"[2, 3]","[2, 3]",Double Deprotonation
LONTOY,"[0, 9]","[0, 9]",No Deprotonation
LONTUE,"[9, 13]","[9, 13]",No Deprotonation
LOPHAB,"[21, 25]","[21, 25]",Single Deprotonation
LOPHAC,"[0, 5]","[0, 4]",Single Deprotonation
LOPSAM,"[0, 3]","[0, 3]",No Deprotonation
LOPVIX,"[0, 3]","[0, 3]",Single Deprotonation
LOPWAQ,"[1, 36]","[1, 36]",No Deprotonation
LOPXEV,"[0, 3]","[0, 3]",No Deprotonation
LOQROY,"[6, 9]","[6, 9]",No Deprotonation
LOQZIC,"[20, 23]","[20, 22]",Double Deprotonation
LORCUT,"[23, 27]","[23, 27]",Single Deprotonation
LORHOP,"[9, 11]","[9, 11]",Single Deprotonation
LORKEI02,"[3, 4]","[3, 4]",Single Deprotonation
LORNAK,"[0, 1]","[0, 1]",Single Deprotonation
LORPUE,"[0, 2]","[0, 2]",Single Deprotonation
LORQUF,"[2, 4]","[2, 4]",Double Deprotonation
LORTIY,"[3, 5]","[3, 4]",Single Deprotonation
LORXUM,"[2, 11]",Error,Double Deprotonation
LOSHEI,"[3, 5]","[3, 4]",Single Deprotonation
JAMLIS,"[3, 5]","[3, 5]",Double Deprotonation
JAMMEP,"[6, 7]","[6, 7]",Double Deprotonation
JAMMIT,"[6, 7]","[6, 7]",Double Deprotonation
JAMQOG,"[8, 10]","[8, 10]",Single Deprotonation
JANGAG,"[16, 17]","[16, 17]",Double Deprotonation
JANKEP,"[18, 20]","[18, 20]",Double Deprotonation
JAPBUA,"[12, 14]","[12, 14]",Single Deprotonation
JAPCEI,"[6, 7]","[6, 7]",Single Deprotonation
JAPLUH,"[18, 19]","[18, 19]",Single Deprotonation
JAPPEV,"[14, 20]","[14, 20]",Single Deprotonation
JAPZUW,"[0, 31]","[0, 31]",Single Deprotonation
JAQKEU,"[6, 8]","[6, 7]",Single Deprotonation
JAQXOR,"[5, 6]","[5, 6]",No Deprotonation
JAQXUX,"[4, 6]","[4, 6]",No Deprotonation
JAQYAE,"[4, 5]","[4, 5]",No Deprotonation
JAQZAF,"[7, 8]","[7, 8]",No Deprotonation
JARCIR,"[2, 4]","[2, 4]",No Deprotonation
JARCOX,"[2, 4]","[2, 4]",No Deprotonation
JARCUD,"[2, 4]","[2, 4]",No Deprotonation
MIGRAW,"[1, 2]","[1, 2]",No Deprotonation
MIGYOT,"[1, 2]","[1, 2]",Single Deprotonation
MIHLOE,"[2, 6]","[2, 5]",Double Deprotonation
MIHNOI,"[3, 4]","[3, 4]",No Deprotonation
MIJJAR,"[1, 9]","[1, 9]",No Deprotonation
MIJWUY,"[34, 35]","[34, 35]",Double Deprotonation
MIJZAH,"[0, 1]","[0, 1]",No Deprotonation
MIKDIT,"[47, 48]","[47, 48]",Single Deprotonation
MIKMUR,"[1, 2]","[1, 2]",Single Deprotonation
MIKTOQ,"[4, 5]","[4, 5]",Single Deprotonation
MILBIV,"[0, 2]","[0, 1]",Single Deprotonation
MILBOB,"[0, 2]","[0, 1]",Single Deprotonation
MILFAP,"[0, 4]","[0, 4]",No Deprotonation
MILLUO,"[0, 1]","[0, 1]",Single Deprotonation
MILMAV,"[6, 18]","[6, 18]",Single Deprotonation
MILMUR,"[39, 42]","[39, 41]",Single Deprotonation
MIMALB,"[5, 8]","[5, 8]",Single Deprotonation
MIMPOP,"[0, 1]","[0, 1]",Single Deprotonation
MINCIV,"[4, 6]","[4, 6]",No Deprotonation
MINCOB,"[4, 10]","[4, 10]",No Deprotonation
KIQSAG,"[0, 7]","[0, 7]",Single Deprotonation
KIQZOZ,"[12, 20]","[12, 20]",No Deprotonation
KIRKUU,"[0, 2]","[0, 1]",Single Deprotonation
KIRPUY,"[7, 13]","[7, 12]",Single Deprotonation
KIRQAF,"[10, 11]","[10, 11]",Single Deprotonation
KIRVOZ,"[1, 3]","[1, 2]",Double Deprotonation
KISBEW,"[9, 16]","[9, 16]",No Deprotonation
KISCEW,"[1, 3]","[1, 2]",Single Deprotonation
KISPAE,"[1, 8]","[1, 8]",No Deprotonation
KITREK,"[6, 7]","[6, 7]",No Deprotonation
KITSIR,"[4, 9]","[4, 9]",No Deprotonation
KITVAL,"[1, 2]","[1, 2]",Single Deprotonation
KITVOZ,"[0, 5]","[0, 5]",No Deprotonation
KITZEV,"[15, 18]","[15, 18]",No Deprotonation
KITZIZ,"[0, 2]","[0, 2]",No Deprotonation
KITZOF,"[0, 2]","[0, 2]",No Deprotonation
KITZUL,"[1, 2]","[1, 2]",No Deprotonation
KIVHOM,"[12, 14]","[12, 14]",Double Deprotonation
KIVLUW,"[11, 12]","[11, 12]",No Deprotonation
KIZLAI,"[0, 4]","[0, 4]",No Deprotonation
KIZLOV,"[2, 33]","[2, 33]",No Deprotonation
KIZLUB,"[1, 21]","[1, 21]",No Deprotonation
KIZNUE,"[7, 8]","[7, 8]",Single Deprotonation
KIZROC,"[7, 8]","[7, 8]",Single Deprotonation
KIZXEW,"[7, 8]","[7, 8]",Single Deprotonation
KIZYID,"[0, 7]","[0, 7]",Single Deprotonation
KIZYOK,"[2, 24]","[2, 24]",No Deprotonation
KMCPOH10,"[9, 10]","[9, 10]",No Deprotonation
KMOXAL,"[1, 3]","[1, 3]",No Deprotonation
KMYRMH10,"[34, 35]","[32, 33]",Double Deprotonation
KNMYSL,"[1, 2]","[1, 2]",Double Deprotonation
KNMYSL01,"[2, 8]","[2, 8]",Double Deprotonation
KNQXSO,"[10, 12]","[10, 12]",No Deprotonation
KOBNIB01,"[0, 6]","[0, 6]",Single Deprotonation
KOBXOO,"[2, 5]","[2, 5]",Single Deprotonation
KOCLEU,"[13, 23]","[13, 23]",No Deprotonation
KOCRUS,"[1, 3]","[1, 2]",Double Deprotonation
KODLEX,"[0, 1]","[0, 1]",Single Deprotonation
ROTXIJ,"[0, 1]","[0, 1]",No Deprotonation
ROVKIY,"[3, 4]","[3, 4]",Single Deprotonation
ROVMUN,"[6, 10]","[6, 9]",Double Deprotonation
ROVREC01,"[6, 26]","[6, 26]",Single Deprotonation
ROVTEE,"[0, 3]","[0, 3]",Single Deprotonation
ROWCEN,"[3, 6]","[3, 6]",No Deprotonation
ROWHET,"[2, 3]","[2, 3]",Single Deprotonation
ROWJEU,"[23, 24]","[23, 24]",No Deprotonation
ROWQUR,"[17, 33]","[16, 31]",Double Deprotonation
ROWWEI,"[26, 28]","[26, 27]",Single Deprotonation
ROWYAG,"[8, 15]","[8, 15]",Single Deprotonation
ROXCAL,"[2, 3]","[2, 3]",Single Deprotonation
ROXDEP,"[32, 33]","[32, 33]",No Deprotonation
ROXMID,"[0, 2]","[0, 1]",Single Deprotonation
ROXTEG,"[48, 50]","[48, 49]",Double Deprotonation
ROYGET,"[27, 37]","[27, 37]",No Deprotonation
ROYKIB,"[44, 45]","[44, 45]",No Deprotonation
ROYNEA,"[54, 54]",No Value,No Value
ROYVAF,"[1, 2]","[1, 2]",Single Deprotonation
PAPBIU,"[0, 7]","[0, 7]",Single Deprotonation
PAPDUF,"[2, 3]","[2, 3]",Single Deprotonation
PAPGAO,"[1, 2]","[1, 2]",Single Deprotonation
PAPGES,"[2, 3]","[2, 3]",Single Deprotonation
PAPMOJ,"[3, 5]","[3, 5]",No Deprotonation
PAPMUO,"[0, 3]","[0, 3]",Single Deprotonation
PAPNIG,"[10, 13]","[10, 12]",Single Deprotonation
PAPREE,"[34, 35]","[34, 35]",No Deprotonation
PAPYRI10,"[32, 33]","[32, 33]",Single Deprotonation
PAQRAA,"[2, 4]","[2, 4]",Single Deprotonation
PAQREE,"[2, 3]","[2, 3]",Double Deprotonation
PARGIB,"[25, 26]","[23, 24]",Double Deprotonation
PARGIY01,"[11, 12]",No Value,No Value
PARLIE,"[0, 1]","[0, 1]",Single Deprotonation
PARLOK,"[0, 1]","[0, 1]",Single Deprotonation
PARLUP10,"[3, 9]","[3, 9]",No Deprotonation
PARLUQ,"[0, 1]","[0, 1]",Single Deprotonation
PARNEE,"[1, 10]","[1, 9]",Single Deprotonation
PARVAH,"[16, 17]","[16, 17]",No Deprotonation
SANVUY,"[6, 9]","[6, 9]",Single Deprotonation
SANWEJ,"[25, 26]","[25, 26]",Single Deprotonation
SANWUA,"[1, 7]","[1, 7]",No Deprotonation
SANXAH,"[4, 6]","[4, 6]",No Deprotonation
SANXEM,"[0, 6]","[0, 6]",No Deprotonation
SANZIR,"[2, 4]","[2, 4]",No Deprotonation
SANZOX,"[10, 11]","[9, 10]",Single Deprotonation
SAPCAO,"[0, 1]","[0, 1]",Single Deprotonation
SAPDAQ02,"[9, 22]","[9, 22]",No Deprotonation
SAPDEU,"[2, 11]","[2, 11]",No Deprotonation
SAPDOD,"[22, 23]","[21, 22]",Single Deprotonation
SAPFIB,"[0, 4]","[0, 3]",Single Deprotonation
SAPFOF,"[19, 23]","[19, 22]",Single Deprotonation
SAPGAS,"[0, 1]","[0, 1]",Single Deprotonation
SAPGEW01,"[1, 3]","[1, 2]",Single Deprotonation
SAPGUO,"[8, 23]","[8, 23]",Single Deprotonation
SAPHIB,"[0, 2]","[0, 1]",Single Deprotonation
SAPKOM,"[21, 23]","[21, 23]",Single Deprotonation
SAPLIH,"[3, 4]","[3, 4]",No Deprotonation
HIVBET,"[5, 7]","[5, 7]",Single Deprotonation
HIVGAW01,"[1, 2]","[1, 2]",No Deprotonation
HIVLAA01,"[5, 6]","[5, 6]",Single Deprotonation
HIVSUB,"[7, 11]","[7, 11]",No Deprotonation
HIVTEM,"[1, 5]","[1, 4]",Single Deprotonation
HIVVEO,"[26, 34]","[26, 34]",Single Deprotonation
HIVZUI,"[41, 46]","[41, 46]",No Deprotonation
HIWQOV,"[26, 28]","[26, 28]",No Deprotonation
HIWREM,"[36, 37]","[36, 37]",No Deprotonation
HIXPAH,"[9, 12]","[9, 12]",Single Deprotonation
HIXSAI,"[59, 62]","[59, 62]",Single Deprotonation
HIXVIV,"[46, 48]","[46, 47]",Double Deprotonation
HIXWUJ,"[1, 2]","[1, 2]",Single Deprotonation
HIXZIA,"[1, 14]","[1, 13]",Single Deprotonation
HIYDOI,"[13, 30]","[13, 29]",Single Deprotonation
HIYFIE,"[1, 3]","[1, 2]",Single Deprotonation
HIYFUQ,"[0, 4]","[0, 3]",Single Deprotonation
HIYHUS,"[0, 1]","[0, 1]",Single Deprotonation
HIYJEH,"[33, 35]","[33, 34]",Single Deprotonation
ENIVIG,"[0, 1]","[0, 1]",Single Deprotonation
ENIXOO,"[0, 4]","[0, 4]",No Deprotonation
ENMTHB,"[1, 2]","[1, 2]",Single Deprotonation
ENUHIF,"[0, 3]","[0, 3]",Single Deprotonation
ENUJED,"[11, 31]","[11, 31]",No Deprotonation
ENUXER,"[2, 4]","[2, 3]",Double Deprotonation
EOISOX10,"[20, 23]","[20, 23]",No Deprotonation
EPABUU,"[8, 10]","[8, 9]",Double Deprotonation
EPAHIN,"[12, 14]","[12, 14]",No Deprotonation
EPETOK,"[13, 14]","[13, 14]",No Deprotonation
EPICZA,"[17, 35]","[16, 34]",Single Deprotonation
EPIVEF03,"[4, 5]","[4, 5]",No Deprotonation
EPOCET,"[5, 11]","[5, 11]",Single Deprotonation
EPSHAM,"[26, 27]","[26, 27]",Single Deprotonation
EPUJUW,"[2, 3]","[2, 3]",No Deprotonation
EPUKUX,"[2, 3]","[2, 3]",Single Deprotonation
EPUVOC,"[49, 50]","[49, 50]",Single Deprotonation
EPXPTZ10,"[1, 2]","[1, 2]",No Deprotonation
EPYROA,"[0, 15]","[0, 15]",No Deprotonation
YUPJUQ,"[46, 48]","[46, 47]",Single Deprotonation
YUPKAX,"[39, 41]","[39, 40]",Single Deprotonation
YUPKUR,"[39, 41]","[39, 40]",Single Deprotonation
YUPPEF,"[0, 11]","[0, 11]",No Deprotonation
YUPPOR,"[8, 11]","[8, 11]",No Deprotonation
YUPPUX,"[6, 10]","[6, 10]",No Deprotonation
YUPQIK,"[20, 29]","[20, 28]",Single Deprotonation
YUPRAF,"[1, 2]","[1, 2]",No Deprotonation
YUPSEJ,"[0, 11]","[0, 10]",Single Deprotonation
YUPSUY,"[3, 8]","[3, 8]",No Deprotonation
YUQBAO,"[3, 4]","[3, 4]",No Deprotonation
YUQDIY,"[2, 5]","[2, 4]",Single Deprotonation
YUQKEB,"[0, 1]","[0, 1]",Single Deprotonation
YUQMAZ,"[0, 5]","[0, 5]",Double Deprotonation
YUQQEH,"[1, 24]","[1, 23]",Single Deprotonation
YUQVEN,"[1, 18]","[1, 18]",No Deprotonation
YUQWOX,"[2, 3]","[2, 3]",No Deprotonation
YUQWUD,"[6, 10]","[6, 10]",No Deprotonation
YURKUS,"[1, 2]","[1, 2]",No Deprotonation
YOZTUE,"[0, 1]","[0, 1]",No Deprotonation
YUCBOQ,"[27, 28]","[27, 28]",Single Deprotonation
YUCFUZ,"[12, 13]","[12, 13]",Double Deprotonation
YUCPES,"[20, 24]","[20, 23]",Double Deprotonation
YUCPUJ,"[1, 2]","[1, 2]",Double Deprotonation
YUCTAU,"[0, 9]","[0, 9]",No Deprotonation
YUCYIH,"[0, 10]","[0, 9]",Single Deprotonation
YUCZII,"[4, 8]","[4, 8]",No Deprotonation
YUDCUW,"[15, 20]","[15, 19]",Single Deprotonation
YUDJUF,"[1, 4]","[1, 4]",Double Deprotonation
YUDRUN,"[0, 2]","[0, 1]",Single Deprotonation
YUDYOL,"[7, 9]","[7, 9]",No Deprotonation
YUFCAD,"[12, 21]","[12, 21]",No Deprotonation
YUFGUE,"[8, 11]","[8, 11]",Single Deprotonation
YUFHIT,"[5, 9]","[5, 9]",No Deprotonation
YUFHOZ,"[3, 6]","[3, 6]",No Deprotonation
YUFHUF,"[0, 7]","[0, 7]",Single Deprotonation
YUFJER,"[1, 4]","[1, 4]",Single Deprotonation
YUFKAL,"[0, 5]","[0, 5]",No Deprotonation
QUGLUB,"[0, 4]","[0, 4]",No Deprotonation
QUGPEO,"[1, 4]","[1, 4]",No Deprotonation
QUGTAO,"[2, 4]","[2, 3]",Single Deprotonation
QUGVEW,"[15, 19]","[15, 19]",Single Deprotonation
QUGWAT,"[16, 26]","[16, 26]",No Deprotonation
QUHDAY,"[0, 1]","[0, 1]",No Deprotonation
QUHGAD,"[10, 14]","[10, 13]",Double Deprotonation
QUHQIV01,"[13, 15]","[13, 14]",Single Deprotonation
QUHZIF,"[4, 5]","[4, 5]",Single Deprotonation
QUIASP10,"[28, 38]","[28, 38]",No Deprotonation
QUICNA02,"[9, 10]","[9, 10]",No Deprotonation
QUINCX,"[10, 11]","[10, 11]",Single Deprotonation
QUINTG,"[37, 38]","[36, 37]",Single Deprotonation
QUJDAB,"[8, 18]","[8, 18]",No Deprotonation
QUJMAL,"[0, 1]","[0, 1]",Single Deprotonation
QUJQOE,"[1, 2]","[1, 2]",No Deprotonation
QUJWOH,"[0, 1]","[0, 1]",Single Deprotonation
QUJXOJ,"[1, 2]","[1, 2]",No Deprotonation
QUJXOK,"[1, 5]","[1, 5]",Single Deprotonation
DUKVUB,"[1, 3]","[1, 2]",Single Deprotonation
DUKWAK,"[9, 11]","[9, 11]",Single Deprotonation
DUKWUB,"[6, 7]","[6, 7]",Double Deprotonation
DUKZUE,"[7, 8]","[7, 8]",Double Deprotonation
DULFUM,"[0, 1]","[0, 1]",No Deprotonation
DULJEA,"[0, 27]","[0, 27]",No Deprotonation
DULKON,"[2, 5]","[2, 5]",Single Deprotonation
DULKUR,"[20, 21]","[20, 21]",No Deprotonation
DULLAY,"[1, 19]","[1, 19]",No Deprotonation
DULLAZ,"[0, 5]","[0, 5]",Single Deprotonation
DULVEL,"[1, 4]","[1, 4]",Single Deprotonation
DULVIP,"[17, 18]","[17, 18]",Single Deprotonation
DULYUE,"[1, 4]","[1, 4]",No Deprotonation
DUMJUQ01,"[23, 24]","[23, 24]",Single Deprotonation
DUMKED,"[1, 2]","[1, 2]",Single Deprotonation
DUMSUA,"[0, 4]","[0, 4]",Single Deprotonation
DUMTIP,"[1, 4]","[1, 4]",Double Deprotonation
DUMTUB,"[32, 34]","[32, 33]",Single Deprotonation
DUMYIV,"[0, 1]","[0, 1]",Single Deprotonation
DUQGUT,"[4, 8]","[4, 8]",No Deprotonation
DUQREN,"[0, 1]","[0, 1]",Single Deprotonation
DURDID,"[8, 9]","[8, 9]",No Deprotonation
DURGOP,"[1, 2]","[1, 2]",Single Deprotonation
DURGUV,"[2, 4]","[2, 3]",Single Deprotonation
DURZOG,"[1, 2]","[1, 2]",Single Deprotonation
DUSCAY,"[2, 4]","[2, 4]",No Deprotonation
DUSCIE,"[0, 1]","[0, 1]",Double Deprotonation
DUSFED,"[1, 3]","[1, 3]",No Deprotonation
DUSHAB,"[1, 12]","[1, 12]",Single Deprotonation
DUSJUX,"[0, 14]","[0, 13]",Single Deprotonation
DUSWOE,"[0, 1]","[0, 1]",No Deprotonation
DUSYOH,"[44, 46]","[44, 45]",Double Deprotonation
DUSZAU,"[6, 12]","[6, 12]",No Deprotonation
DUSZEX,"[20, 24]","[20, 24]",No Deprotonation
DUSZIC,"[5, 11]","[5, 11]",No Deprotonation
DUTBUQ,"[4, 11]","[4, 11]",No Deprotonation
DUTGUW,"[0, 7]","[0, 7]",Single Deprotonation
DUTHEG,"[0, 5]","[0, 5]",No Deprotonation
MUSBIN,"[2, 6]","[2, 5]",Single Deprotonation
MUSJUF,"[2, 4]","[2, 4]",Single Deprotonation
MUSKAM,"[1, 4]","[1, 4]",Single Deprotonation
MUSNET,"[0, 3]","[0, 3]",Single Deprotonation
MUSTIF,"[0, 12]","[0, 12]",Single Deprotonation
MUSTOL,"[24, 25]","[24, 25]",No Deprotonation
MUSVUR,"[4, 5]","[4, 5]",Single Deprotonation
MUSYUV,"[52, 54]","[52, 53]",Double Deprotonation
MUTDIP,"[29, 31]","[29, 30]",Double Deprotonation
MUTWON,"[5, 6]","[5, 6]",No Deprotonation
MUTWOP,"[1, 2]","[1, 2]",Single Deprotonation
MUTXAA,"[20, 21]","[20, 21]",Single Deprotonation
MUVGEQ,"[0, 2]","[0, 1]",Single Deprotonation
MUVLIY,"[0, 1]","[0, 1]",Double Deprotonation
MUVNAS,"[6, 11]","[6, 11]",Double Deprotonation
MUVTIH,"[0, 2]","[0, 2]",No Deprotonation
MUXBIR,"[1, 2]","[1, 2]",Single Deprotonation
MUXGIX,"[5, 13]","[5, 13]",No Deprotonation
MUYSEF,"[23, 25]","[23, 24]",Single Deprotonation
ACOGAA,"[0, 1]","[0, 1]",Double Deprotonation
ACOMUC01,"[12, 14]","[12, 13]",Single Deprotonation
ACONIR,"[18, 19]","[18, 19]",No Deprotonation
ACOQIS,"[29, 42]","[29, 42]",No Deprotonation
ACPENC10,"[7, 9]","[7, 9]",No Deprotonation
ACRLAC02,"[0, 1]","[0, 1]",Single Deprotonation
ACSALA27,"[0, 1]","[0, 1]",Single Deprotonation
ACSLCB10,"[1, 3]","[1, 3]",Double Deprotonation
ACUFOT,"[0, 6]","[0, 5]",Double Deprotonation
ACUGAG,"[2, 6]","[2, 5]",Double Deprotonation
ACUWOL01,"[0, 5]","[0, 4]",Double Deprotonation
ACUZON,"[1, 3]","[1, 3]",Single Deprotonation
ACXTPY,"[18, 19]","[18, 19]",No Deprotonation
ACYGLY12,"[2, 4]","[2, 4]",Single Deprotonation
ADAGAQ,"[42, 43]","[42, 43]",No Deprotonation
ADALAS,"[0, 3]","[0, 3]",Single Deprotonation
ADANOL,"[38, 40]","[38, 40]",Single Deprotonation
ADANUR,"[2, 4]","[2, 4]",Single Deprotonation
VUHHEN,"[1, 5]","[1, 5]",Single Deprotonation
VUHKAN,"[1, 2]","[1, 2]",Single Deprotonation
VUHKIV,"[1, 2]","[1, 2]",No Deprotonation
VUHKOB,"[1, 2]","[1, 2]",No Deprotonation
VUHMAM,"[0, 1]","[0, 1]",No Deprotonation
VUHMIU,"[0, 1]","[0, 1]",No Deprotonation
VUHMOA,"[0, 1]","[0, 1]",No Deprotonation
VUJLES,"[1, 3]","[1, 2]",Single Deprotonation
VUJNEW,"[0, 4]","[0, 4]",Single Deprotonation
VUJTEZ,"[0, 1]","[0, 1]",Single Deprotonation
VUJTOJ,"[19, 20]","[19, 20]",Single Deprotonation
VUJZEF,"[1, 2]","[1, 2]",Single Deprotonation
VUKCOW,"[4, 5]","[4, 5]",Single Deprotonation
VUKDAG,"[0, 1]","[0, 1]",Single Deprotonation
VUKJER,"[27, 28]","[27, 28]",Single Deprotonation
VUKJIU,"[9, 11]","[9, 11]",Single Deprotonation
VUKVAB,"[0, 9]","[0, 8]",Single Deprotonation
VUKWON,"[1, 3]","[1, 3]",No Deprotonation
VUKXAB,"[0, 1]","[0, 1]",Single Deprotonation
FEWBEO,"[9, 11]","[9, 11]",No Deprotonation
FEWGIA,"[0, 2]","[0, 2]",Single Deprotonation
FEWGUM,"[0, 1]","[0, 1]",Single Deprotonation
FEWNUT01,"[21, 22]","[21, 22]",Single Deprotonation
FEWQAC,"[3, 4]","[3, 4]",No Deprotonation
FEXGUL,"[5, 9]","[5, 9]",Single Deprotonation
FEXTIO,"[4, 6]","[4, 5]",Single Deprotonation
FEYMOM,"[4, 6]","[4, 5]",Single Deprotonation
FEYPAB,"[3, 5]","[3, 4]",Single Deprotonation
FEYSEJ,"[4, 6]","[4, 5]",Double Deprotonation
FEZROR,"[0, 2]","[0, 2]",Single Deprotonation
FEZWOY,"[34, 36]","[34, 35]",Double Deprotonation
FEZXEQ,"[2, 3]","[2, 3]",Single Deprotonation
FEZXOA,"[0, 4]","[0, 4]",No Deprotonation
FEZYER,"[0, 25]","[0, 25]",No Deprotonation
FIBBIE,"[0, 2]","[0, 2]",Single Deprotonation
FIBTOC,"[23, 25]","[23, 24]",Double Deprotonation
FIBYUN,"[1, 2]","[1, 2]",Double Deprotonation
FICJEI,"[2, 15]","[2, 15]",Single Deprotonation
PIVDOO,"[1, 4]","[1, 4]",Single Deprotonation
PIVSUI,"[6, 7]","[6, 7]",No Deprotonation
PIWBON,"[0, 1]","[0, 1]",Single Deprotonation
PIWCAA,"[28, 29]","[28, 29]",No Deprotonation
PIWDAB,"[30, 31]","[30, 31]",Single Deprotonation
PIWMOZ,"[4, 6]","[4, 5]",Single Deprotonation
PIWSOF,"[27, 40]","[27, 40]",No Deprotonation
PIWVIA,"[3, 4]","[3, 4]",Double Deprotonation
PIWWEZ,"[5, 6]","[5, 6]",No Deprotonation
PIWWOH,"[8, 12]","[8, 12]",No Deprotonation
PIXNER,"[5, 7]","[5, 6]",Double Deprotonation
PIYHIR,"[3, 4]","[3, 4]",Single Deprotonation
PIYXOL,"[0, 7]","[0, 7]",Double Deprotonation
PIYZUT,"[3, 5]","[3, 4]",Single Deprotonation
PIZBUX,"[1, 2]","[1, 2]",Single Deprotonation
PIZDOR,"[4, 7]","[4, 7]",No Deprotonation
PIZQUN,"[0, 2]","[0, 1]",Double Deprotonation
PIZRAU,"[1, 4]","[1, 3]",Single Deprotonation
PIZREY,"[1, 4]","[1, 3]",Double Deprotonation
CELKOU,"[8, 10]","[8, 10]",Single Deprotonation
CELLOB04,"[2, 4]","[2, 3]",Double Deprotonation
CELRAP,"[0, 1]","[0, 1]",Single Deprotonation
CELRET,"[0, 1]","[0, 1]",Single Deprotonation
CELTUI,"[1, 2]","[1, 2]",Double Deprotonation
CELXIC,"[1, 2]","[1, 2]",Single Deprotonation
CELXOI,"[1, 2]","[1, 2]",Single Deprotonation
CELXUO,"[3, 4]","[2, 3]",Single Deprotonation
CELZAX,"[21, 23]","[21, 22]",Single Deprotonation
CEMFIL,"[3, 4]","[3, 4]",No Deprotonation
CEMHIM,"[2, 5]","[2, 5]",Single Deprotonation
CEMJOT04,"[1, 3]","[1, 2]",Single Deprotonation
CEMLAH,"[28, 29]","[28, 29]",Single Deprotonation
CEMLEL,"[6, 22]","[6, 22]",Single Deprotonation
CEMRUJ,"[2, 6]","[2, 6]",No Deprotonation
CENFEH,"[7, 10]","[7, 9]",Single Deprotonation
CENNOA03,"[16, 17]","[16, 17]",No Deprotonation
CEPMEP,"[8, 10]","[8, 10]",Single Deprotonation
CEPMUG,"[1, 3]","[1, 3]",Single Deprotonation
ZUDKIV,"[0, 2]","[0, 1]",Single Deprotonation
ZUDQAT,"[2, 4]","[2, 3]",Single Deprotonation
ZUDTEA,"[1, 6]","[1, 6]",Single Deprotonation
ZUDTOK,"[2, 3]","[2, 3]",No Deprotonation
ZUDVEC,"[15, 34]","[15, 34]",No Deprotonation
ZUDXEB,"[0, 4]","[0, 3]",Single Deprotonation
ZUFFOY,"[0, 2]","[0, 2]",No Deprotonation
ZUFHOA,"[0, 2]","[0, 2]",No Deprotonation
ZUFJUH,"[3, 7]","[3, 7]",No Deprotonation
ZUFXUW,"[12, 16]","[12, 16]",No Deprotonation
ZUGGEQ,"[7, 12]","[7, 11]",Double Deprotonation
ZUGNAS,"[26, 27]","[26, 27]",Single Deprotonation
ZUHDUE,"[0, 2]","[0, 2]",Single Deprotonation
ZUHGOA,"[20, 25]","[20, 25]",Single Deprotonation
ZUHGOY,"[3, 4]","[3, 4]",Single Deprotonation
ZUHKIW,"[0, 5]","[0, 5]",No Deprotonation
ZUHKOC,"[0, 1]","[0, 1]",No Deprotonation
ZUHQAU01,"[1, 5]","[1, 5]",No Deprotonation
ZUHSUQ02,"[0, 2]","[0, 2]",Single Deprotonation
VUXXET,"[0, 1]","[0, 1]",Single Deprotonation
VUYJOO,"[12, 18]","[12, 18]",Single Deprotonation
VUYMIL,"[0, 2]","[0, 2]",Single Deprotonation
VUYMUX,"[2, 4]","[2, 4]",Double Deprotonation
VUYSOZ,"[0, 5]","[0, 4]",Double Deprotonation
VUZFAZ,"[3, 5]","[3, 5]",Single Deprotonation
VUZFIG,"[0, 5]","[0, 5]",No Deprotonation
VUZHII,"[1, 5]","[1, 5]",No Deprotonation
VUZHOO,"[14, 18]","[14, 17]",Single Deprotonation
VUZHUU,"[3, 5]","[3, 5]",No Deprotonation
VUZKUX,"[15, 17]","[15, 16]",Single Deprotonation
VUZQUD,"[10, 14]","[10, 14]",No Deprotonation
VUZREO,"[3, 9]","[3, 9]",No Deprotonation
WABBOU,"[1, 46]","[1, 45]",Single Deprotonation
WABFOW,"[0, 10]","[0, 10]",No Deprotonation
WABLUK,"[4, 10]","[4, 10]",No Deprotonation
WABNAR,"[7, 12]","[7, 12]",Single Deprotonation
WABPAT,"[38, 39]","[38, 39]",Single Deprotonation
