Index,Reactant 1,Reactant 2,Product,Product MW,Procedure,Yield (%),Steps,Reagent(s),Ligand(s),Catalyst(s),Solvent(s),Time (h),Temperature (°C),All Reagents,All Catalysts,Reference Type,Reference
10,Cyclohexanethiol,iodobenzene,cyclohexyl phenyl sulphide,192.325,None,77,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
5,1-(4-iodophenyl)pyrrole,8-mercaptoadenine,8-((4-(1H-pyrrol-1-yl)phenyl)thio)-9H-purin-6-amine,308.366,None,78,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Llauger, Laura He, Huazhong Kim, Joungnam Aguirre, Julia Rosen, Neal Peters, Ulf Davies, Peter Chiosis, Gabriela, 2005, J. Med. Chem., 48, 8, 2005, 2892 - 2905, 10.1021/jm049012b"
36,2-iodobenzyl alcohol,8-mercaptoadenine,8-[2-(hydroxymethyl)phenylsulfanyl]adenine,273.318,None,79,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",24,110,sodium t-butanolate,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",Article,"He, Huazhong Llauger, Laura Rosen, Neal Chiosis, Gabriela, 2004, J. Org. Chem., 69, 9, 2004, 3230 - 3232, 10.1021/jo049875c"
38,2-iodo-5-nitrobenzenesulfonamide,para-bromobenzenethiol,2-(4-bromophenylsulfanyl)-5-nitrobenzenesulfonamide,389.25,None,79,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,8,None,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Chen, Chien-Shu Tan, Chen-Ming Huang, Chiung-Hua Chang, Ling-Chu Wang, Jih-Pyang Cheng, Fong-Chi Chern, Ji-Wang, 2010, Bioorg. Med. Chem., 18, 2, 2010, 597 - 604, 10.1016/j.bmc.2009.12.008"
15,"4,6-diethoxy-N,N-bis(4-methoxybenzyl)pyrimidin-2-amine","4,6-diamino-2-mercaptopyrimidine","2-((2-(bis(4-methoxybenzyl)amino)-4,6-diethoxypyrimidin-5-yl)thio)pyrimidine-4,6-diamine",563.681,"A mixture of 30 (2.75 g, 5.0 mmol), 4,6-diamino-2-mercaptopyrimidine (0.71 g, 5.0 mmol), neocuproine (0.226 g, 1.0 mmol), copper iodide (0.190 g, 1.0 mmol), and potassium carbonate (1.38 g, 10.0 mmol) in 60 mL DMSO was stirred at 120 0C for 16 h. Solvent was removed under reduced pressure and the residue was partially purified by column cnromatograpny (CH2Cl2:Me0H-NH3 (7N), 20:1) to afford 2.2 g (80 percent) of impure 31 [MS (m/z): [M+H]+ 564.2], which was used without further purification in the next step",80,1,potassium carbonate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,dimethyl sulfoxide,16,120,potassium carbonate,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",Patent,"MEMORIAL SLOAN-KETTERING CANCER CENTER CHIOSIS, Gabriela TALDONE, Tony RODINA, Anna PATEL, Pallav KANG, Yanlong, 2011, WO2011/22440"
9,3-methoxy-1-iodobenzene,8-mercaptoadenine,8-(3-methoxyphenylsulfanyl)-9H-purin-6-ylamine,273.318,None,80,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",24,110,sodium t-butanolate,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",Article,"He, Huazhong Llauger, Laura Rosen, Neal Chiosis, Gabriela, 2004, J. Org. Chem., 69, 9, 2004, 3230 - 3232, 10.1021/jo049875c"
18,2-ethylhexane-1-thiol,para-diiodobenzene,"1,4-bis-(2-ethylhexylthio)benzene",366.676,None,80,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",48,110,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Hubijar, Emir Papadimitratos, Alexios Lee, Doyun Zakhidov, Anvar Ferraris, John P., 2013, J Phys Chem B, 117, 16, 2013, 4442 - 4448, 10.1021/jp3080964"
26,2-Iodophenol,thiophenol,2-phenylsulfanyl-phenol,202.277,None,81,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
50,o-iodo-methyl-benzoic acid,thiophenol,2-phenylsulfanyl-benzoic acid methyl ester,244.314,None,81,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
49,4-Iodobenzotrifluoride,8-mercaptoadenine,8-(4-(trifluoromethyl)phenylthio)-9H-purin-6-amine,311.29,"A mixture of 400 mg (2.4 mmol) of 6-amino-9H-purine-8-thiol (cf. Llauger et al., ""Evaluation of 8-Arylsulfanyl, 8-Arylsulfoxyl, and 8-Arylsulfonyl Adenine Derivatives as Inhibitors of the Heat Shock Protein 90"", J. Med. Chem., 2005, vol. 48, p. 2892), 50 mg (0.24 mmol) of neocuproine, 46 mg (0.24 mmol) of CuI and 584 mg (4.8 mmol) of potassium te/t-butoxide was suspended in 10 ml_ of anhydrous DMF. Over the white suspension, 1.95 g (7.2 mmol) of 4- iodobenzothfluoride, dissolved in 7 ml_ anhydrous DMF, were also added. The crude was stirred for 2Oh at 12O0C. Removal of the solvent under high vacuum afforded a dark brown residue that was purified by flash chromatography (CH2CI2/EtOAc/MeOH, 2:2:0.5) to give 620 mg, (1.99 mmol, 83percent) of 8-(4- (thfluoromethyl)phenylthio)-9H-purin-6-amine as a pale brown solid. 1H-NMR[CDCIs/CDsOD, δ, ppm]: 8.12 (s, 1 H), 7.54 (d, J=8.5 Hz, 2H), 7.54 (d, J=8.5 Hz, 2H).",83,1,potassium tert-butylate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",20,120,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | potassium tert-butylate",None,Patent,"CRYSTAX PHARMACEUTICALS, S.L., 2009, WO2009/7399"
35,n-butanethiol,4-iodoanisol,n-butyl 2-methoxyphenyl sulfide,196.313,None,84,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
1,methyl 4-iodobenzoate,thiophenol,methyl 4-(phenylthio)benzoate,244.314,None,84,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
29,4-chloro-2-nitroiodobenzene,8-mercaptoadenine,8-((4-chloro-2-nitrophenyl)thio)-9H-purin-6-amine,322.735,"8-Mercaptoadenine (3.6 mmol), neocuproine hydrate (0.36 mmol), Cul (0.36 mmol), NaO-?-Bu (7.2 mmol), 4-chloro- l -iodo-2- nitrobenzene (10.8 mmol), and anhydrous DMF (24 mL) were taken in a round bottom flask flushed with nitrogen. The flask was sealed with Teflon tape, heated at 1 10 °C, and magnetically stirred for 18 h under nitrogen. Solvent was removed under reduced pressure and the resulting residue was chromatographed (CH2Cl2:MeOH:AcOH, 20: 1 :0.5). Obtained as a yellow solid in 85 percent yield. MS (ESI): m/z 332.8 [M + H]+.",85,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",18,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Patent,"MEMORIAL SLOAN-KETTERING CANCER CENTER CHIOSIS, Gabriela YAN, Pengrong PATEL, Pallav PATEL, Hardik J. TALDONE, Tony YANG, Chenghua SUN, Weilin OCHIANA, Stefan, 2015, WO2015/23976"
28,"2,4-dichloro-1-iodo-benzene",8-mercaptoadenine,"8-((2,4-dichlorophenyl)thio)-9H-purin-6-amine",312.182,"8-Mercaptoadenine (1, 1.23 g, 7 mmol), 1 -iodo-2,4-dichlorobenzene (3 g, 1 1 mmol), neocuprine hydrate (0.3 g, 1.4 mmol), Cul (0.28 g, 1.4 mmol), NaO/-Bu (1.4 g, 14 mmol) and DMF (20 mL) were charged in a nitrogen protected dry vessel. The reaction vessel was sealed and placed in an oil bath (1 10 °C) and stirred for 24 hrs. The reaction mixture was then cooled to room temperature and DMF was removed in vacuo. The crude material was purified by silica gel flash chromatography (CH2Cl2:CH3OH:CH3COOH, 60: 1 :0.5 to 20: 1 :0.5) to afford the 2.0 g (87 percent) of 18. MS (ESI): m/z 312.0 [M + H]+.",87,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Patent,"MEMORIAL SLOAN-KETTERING CANCER CENTER CHIOSIS, Gabriela YAN, Pengrong PATEL, Pallav PATEL, Hardik J. TALDONE, Tony YANG, Chenghua SUN, Weilin OCHIANA, Stefan, 2015, WO2015/23976"
8,n-butanethiol,para-diiodobenzene,n-butyl 4-iodophenyl sulfide,292.184,None,88,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
30,"3,4-dimethoxythiophenol","1-iodo-3,4-dimethoxybenzene","bis(3,4-dimethoxyphenyl)sulphide",306.383,None,90,1,None,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,3,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Trosien, Simon Boettger, Philipp Waldvogel, Siegfried R., 2014, Org. Lett., 16, 2, 2014, 402 - 405, 10.1021/ol403304t"
49,n-butanethiol,"1,4-bromoiodobenzene",1-Bromo-4-butylsulphanylbenzene,245.183,None,92,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
47,"5-iodo-4,6-dimethoxy-N,N-bis(4-methoxybenzyl)pyrimidin-2-amine",2-thiocytosine,"5-((4-aminopyrimidin-2-yl)thio)-4,6-dimethoxy-N,N-bis(4-methoxybenzyl)pyrimidin-2-amine",520.612,None,92,1,potassium carbonate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,dimethyl sulfoxide,16,130,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | potassium carbonate",None,Article,"Kang, Yanlong Taldone, Tony Patel, Hardik J. Patel, Pallav D. Rodina, Anna Gozman, Alexander Maharaj, Ronnie Clement, Cristina C. Patel, Maulik R. Brodsky, Jeffrey L. Young, Jason C. Chiosis, Gabriela, 2014, J. Med. Chem., 57, 4, 2014, 1188 - 1207, 10.1021/jm401551n"
32,ortho-methylphenyl iodide,n-butanethiol,n-butyl 2-methylphenyl sulfide,180.314,None,93,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
24,n-butanethiol,4-tolyl iodide,n-butyl 4-methylphenyl sulfide,180.314,None,94,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
48,iodobenzene,2-Methoxybenzenethiol,1-methoxy-2-(phenylthio)benzene,216.304,None,94,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
48,iodobenzene,2-Methoxybenzenethiol,1-methoxy-2-(phenylthio)benzene,216.304,"Example 2e1-Methoxy-2-(phenylthio)benzene (entry 5, Table 2): The general procedure was used to convert iodobenzene and 2-methoxybenzenethiol to the title product. Purification by flash chromatography (hexane/CH2Cl2 [3:1] as the eluent) gave the analytically pure product as a clear oil (406 mg, 94percent yield). 1H NMR (300 MHz, CDCl3) δ 7.43-7.25 (m, 6H Hc, He, He', HfHf', Hg), 7.14 (dd, 1H Ha), 6.96-6.89 (m, 2H Hb, Hd), 3.90 (s, 3H methyl protons). 13C NMR (75 MHz, CDCl3) δ 157.20 (C6), 134.38 (C8), 131.88 (C2), 131.35 (C9, C13), 129.15 (C10, C12), 128.25 (C4), 127.40 (C11), 123.93 (C1), 121.14 (C3), 110.75 (C5), 55.76 (C7). Anal. Calcd. for C13H12OS: C, 72.19 H, 5.59 S, 14.82 Found C, 72.22 H, 5.70 S, 14.63.",94,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,sodium t-butanolate,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",Patent,"University of Massachusetts, 2006, US7112697"
47,ortho-methylphenyl iodide,para-bromobenzenethiol,4-bromophenyl 2-tolyl sulfide,279.2,None,94,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
9,iodobenzene,p-Chlorothiophenol,phenyl p-chlorophenyl sulfide,220.722,None,95,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
25,n-butanethiol,para-iodoanisole,1-(butylsulfanyl)-4-methoxybenzene,196.313,None,95,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
35,4-tolyl iodide,para-bromobenzenethiol,1-bromo-4-[(4-methylphenyl)sulfanyl]benzene,279.2,None,95,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
34,"2,6-dimethylbenzene-1-thiol",iodobenzene,"2,6-dimethylphenyl phenyl sulfide",214.331,None,95,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
9,n-butanethiol,2-iodonaphthalene,butyl(naphthalen-2-yl)sulfane,216.347,None,95,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
10,n-butanethiol,1-(4-iodophenyl)pyrrole,4-pyrrole n-butyl phenyl sulfide,231.362,None,95,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
49,2-iodopyridine,thiophenol,2-phenylsulfanylpyridine,187.265,None,96,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,3,120,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bagley, Mark C. Davis, Terence Dix, Matthew C. Fusillo, Vincenzo Pigeaux, Morgane Rokicki, Michal J. Kipling, David, 2009, J. Org. Chem., 74, 21, 2009, 8336 - 8342, 10.1021/jo9017155"
12,p-nitrobenzene iodide,4-Methoxybenzenethiol,4-(4-methoxyphenylsulfanyl)nitrobenzene,261.301,None,97,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
36,iodomesitylene,thiophenol,phenyl mesityl sulfide,228.358,None,97,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
33,iodobenzene,"3,5-Dimethylthiophenol","3,5-dimethylphenyl phenyl sulfide",214.331,None,97,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
28,"1,4-bromoiodobenzene",para-thiocresol,1-bromo-4-[(4-methylphenyl)sulfanyl]benzene,279.2,None,98,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
37,p-nitrobenzene iodide,p-Chlorothiophenol,1-(4-chlorophenylthio)-4-nitrobenzene,265.72,None,98,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
31,iodobenzene,4-Fluorothiophenol,1-fluoro-4-(phenylthio)benzene,204.268,None,98,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
6,n-butanethiol,iodomesitylene,"n-butyl 2,4,6-trimethylphenyl sulfide",208.368,None,98,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
7,n-butanethiol,para-diiodobenzene,"1,4-bis-butylsulfanyl-benzene",254.461,None,98,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",None,Article,"Bates, Craig G Gujadhur, Rattan K Venkataraman, 2002, Org. Lett., 4, 16, 2002, 2803 - 2806, 10.1021/ol0264105"
12,2-iodobenzene-sulfonamide,thiophenol,2-(phenylsulfanyl)benzenesulfonamide,265.357,None,98,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
7,p-nitrobenzene iodide,"2,4-dichlorobenzenethiol","2,4-dichlorophenyl 4′-nitrophenyl sulfide",300.165,None,99,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
6,o-nitroiodobenzene,p-Chlorothiophenol,4-chlorophenyl 2-nitrophenyl sulfide,265.72,None,99,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
13,"3,4-dimethoxythiophenol",2-iodo-5-nitrobenzenesulfonamide,"2-aminosulfonyl-4-nitrophenyl 3,4-dimethoxyphenyl sulfide",370.407,None,99,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
14,2-iodobenzene-sulfonamide,para-bromobenzenethiol,2-(4-bromophenylsulfanyl)benzenesulfonamide,344.253,None,99,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
46,4-Methoxybenzenethiol,o-nitroiodobenzene,4-methoxyphenyl-2-nitrophenylsulfide,261.301,None,99,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
48,"2,4-dichlorobenzenethiol",o-nitroiodobenzene,"2,4-dichlorophenyl 2-nitrophenyl sulfide",300.165,None,99,1,potassium phosphate,"2.9-dimethyl-1,10-phenanthroline",copper(I) iodide,butan-1-ol,2,120,"potassium phosphate | copper(I) iodide | 2.9-dimethyl-1,10-phenanthroline",None,Article,"Tan, Chen-Ming Chen, Grace Shiahuy Chena, Chien-Shu Chern, Ji-Wang, 2011, J. Chin. Chem. Soc., 58, 1, 2011, 94 - 100, 10.1002/jccs.201190064"
12,"2-bromo-1,3-benzothiazole","2,4-dimethyl-thiophenol","2-(2,4-dimethyl-phenylsulfanyl)-benzothiazole",271.407,None,78,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",La0.9Ce0.1Co0.6Cu0.4O3,toluene,48,110,"2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",La0.9Ce0.1Co0.6Cu0.4O3,Article,"Lohmann, Sophie Andrews, Stephen P. Burke, Brenda J. Smith, Martin D. Attfield, J. Paul Tanaka, Hirohisa Kaneko, Kimiyoshi Ley, Steven V., 2005, Synlett, 8, 2005, 1291 - 1295, 10.1055/s-2005-865233"
6,1-Chloro-4-iodobenzene,"2,4-dimethyl-thiophenol","1-(4-Chloro-phenylsulfanyl)-2,4-dimethyl-benzene",248.776,None,89,1,sodium t-butanolate,"2.9-dimethyl-1,10-phenanthroline",La0.9Ce0.1Co0.6Cu0.4O3,toluene,48,110,"2.9-dimethyl-1,10-phenanthroline | sodium t-butanolate",La0.9Ce0.1Co0.6Cu0.4O3,Article,"Lohmann, Sophie Andrews, Stephen P. Burke, Brenda J. Smith, Martin D. Attfield, J. Paul Tanaka, Hirohisa Kaneko, Kimiyoshi Ley, Steven V., 2005, Synlett, 8, 2005, 1291 - 1295, 10.1055/s-2005-865233"
